HahaScaling (Scaling Vectors):
-1.775274 -2.641253 -1.162704
-2.060959 -3.308656 -1.602135
0.09944917 -2.977799 -1.4099
-1.638535 -3.246726 -0.6804734
-1.512957 -3.788191 1.915829
-2.440581 -3.818597 -1.973077
0.08449186 -3.865702 -1.512013
-1.64407 -2.846289 -1.464563
-1.127622 -2.095977 -0.7591455
-0.9308355 -3.210742 0.4491688
-1.599576 -3.385192 -1.48188
-1.53923 -3.034992 -1.320564
-0.6386521 -3.92679 -1.294487
-1.585204 -4.086828 0.166575
-0.1800675 -3.354823 -1.63979
-1.252888 -1.729755 -0.2056047
-2.104225 -3.235248 -1.582664
-1.656068 -4.130477 -0.7702957
-1.605271 -2.072691 -0.6273922
-1.382011 -3.092713 -1.364074
-1.708579 -3.028746 -1.14259
-1.758859 -2.860756 -1.93309
-1.494439 -2.182631 -1.17791
-0.6866148 -2.746461 -1.824848
-1.896983 -3.369107 -2.076914
1.783251 -3.862188 -1.244804
-0.5480798 -3.957923 -1.452349
-1.700645 -1.889635 -0.3006594
-1.267922 -2.720327 -0.097615
-1.038305 -3.242511 -1.729531
-1.106411 -1.67638 -0.7425874
-0.1774634 -1.639374 -0.4192464
-0.6506785 -2.240564 -0.862225
-0.2566323 -2.701556 -1.805346
-1.236618 -2.410937 -0.7231294
-0.8203579 -2.927847 -1.063454
-0.5704823 -1.253743 -0.7035875
-0.2106536 -1.514989 -0.1454867
-0.4384005 -2.426307 -1.126009
-0.4389842 -1.802519 -1.078524
-0.5259889 -2.283523 -0.1217163
-1.266455 -2.350667 -1.308076
-0.2751378 -1.958273 -0.9598938
1.193755 -1.639214 -1.469994
-1.031872 -2.622693 -0.2701634
-0.5412013 -2.088968 -0.9377732
-0.3352603 -2.127545 0.5505097
-0.6206358 -2.151574 -0.5788584
-0.565475 -2.894579 -0.2330163
-0.5278158 -1.438469 -0.6813618
-1.207111 -2.496828 0.8789676
-0.5203212 -2.93841 0.05024781
-1.13345 -2.316695 -0.9481598
-1.461381 -2.166955 -0.2167072
-0.9671535 -2.312726 -0.199039
-0.8777269 -1.367189 -1.05404
-1.547916 -2.272541 -0.1702477
-0.02011027 -2.699288 -0.9190398
-0.7112857 -2.692129 -1.0788
-2.253456 -1.882127 -0.9322084
-1.026446 -2.349714 -0.3583092
-1.081802 -2.584892 -0.4997777
-1.520087 -3.48604 -1.630481
-2.230548 -3.223535 -1.124182
-0.5999492 -2.419172 -0.4864628
-2.365027 -1.285911 1.518268
-1.094192 -2.324042 -0.9208924
-0.425349 -2.892844 -0.4114876
0.9222287 -2.69363 -1.246079
-0.350013 -2.435232 -0.4109183
0.5228193 -1.985448 -1.367129
0.2449127 -1.045812 -0.827523
-0.4713576 -1.239339 -0.596604
-0.6837797 -2.351773 -0.6979637
-0.4010663 -2.717969 -1.90663
-0.4901451 -1.817388 -0.5689487
-0.9884503 -2.044328 -0.720121
-1.450247 -1.774198 -0.8089135
-1.171298 -2.060909 -1.155763
-1.014322 -2.254287 -0.800391
-1.65017 -2.440359 -0.9592415
0.08648176 -2.021255 -1.383685
-1.185614 -2.093861 -0.9771368
-0.6974775 -2.46494 -1.28822
-1.005714 -2.259825 -0.8200986
0.281761 -2.32787 -0.5223323
-0.7992023 -2.78458 -0.7620109
0.3501928 -2.74904 -0.6521834
-0.6077589 -2.977209 -0.4646179
-0.514877 -1.599433 -1.462229
-0.2616957 -2.533887 1.181651
-1.657207 -1.870736 -1.099423
-0.9144988 -2.030574 -0.94851
-0.3703679 -2.213856 0.5883799
-1.606109 -2.396437 -1.945459
-1.231461 -2.290232 -1.716291
-1.422093 -2.210885 -1.246529
-1.268869 -1.676407 -0.8360482
-1.177989 -2.49823 -1.704026
1.153099 -3.041334 -0.4229238
-0.7522221 -2.700898 -1.009479
-0.8037179 -2.120623 -1.153204
0.9626518 -1.895268 -0.8536469
-0.8735614 -1.670534 0.9568892
-0.4835446 -1.316856 -0.3173135
-1.237814 -2.180588 -1.206538
-0.2999433 -1.864 0.0902993
-0.907662 -2.075801 -1.183486
-2.538944 -1.936082 0.2762453
-1.075785 -2.280491 -0.4935049
-0.140863 -2.148952 -0.8617817
-0.4552048 -2.146652 -0.8436818
-0.4945744 -2.050879 -0.9276344
-1.287439 -2.639828 -1.502539
-1.270618 -2.128774 -1.572872
-0.7971596 -2.79528 -0.8954693
0.05822474 -3.140314 -0.4242766
-0.7141105 -2.17399 0.08555286
-0.8547745 -2.217989 0.3320318
-1.609753 -2.659934 0.5801212
-2.21589 -2.887462 -1.310746
-1.477274 -2.39358 -1.33337
-1.261617 -2.250716 -1.309461
-0.3519151 -2.048566 -0.1036015
-1.205657 -1.877667 -1.210675
-0.8682137 -2.083257 -0.7530223
-0.7769596 -2.900177 -0.4924591
-1.799314 -3.273576 0.03543628
-0.7731189 -2.041163 -1.15147
-0.7966797 -2.071512 -1.131492
-0.6323119 -1.484949 -0.947449
-0.4832229 -2.09083 -0.7027579
-0.9208357 -1.821483 -0.7337976
-0.7905681 -2.398893 -0.8026721
-0.3036505 -2.745926 -0.757148
-1.256393 -2.37079 -1.350391
-0.2777887 -2.463157 -1.330243
-0.9369947 -2.605743 -1.457435
-1.553944 -1.894663 -0.51611
-0.986718 -1.831764 -0.3779342
-1.36343 -1.870949 -0.3173549
-0.5730821 -3.578442 -0.8612577
-0.1786114 -3.345855 -0.7437824
-0.8174922 -1.658576 -0.9027152
-1.215442 -1.860422 -0.2217098
-1.252615 -1.836152 -1.543486
-0.9248846 -2.140364 -1.590984
-0.1685886 -2.060393 -1.612404
-1.186173 -1.526851 -1.070492
-0.5555235 -2.297194 -0.4828312
-1.57635 -1.923981 -0.3967681
-0.7705383 -1.305328 -0.6957958
0.01832437 -1.467405 -1.738762
-1.847359 -1.284466 -1.031031
-1.272563 -2.794089 -1.81809
-1.561418 -2.56772 -1.322882
-1.643769 -1.809221 -1.190852
-0.5359488 -1.96989 -1.333226
-1.496586 -1.479773 0.5940315
-1.723323 -1.613333 -1.010748
-0.2453584 -1.991004 -0.3915447
-1.355957 -2.013937 -0.1692699
-1.497033 -2.448365 -1.767914
-0.8529516 -2.508536 -1.209003
-0.5757919 -2.544037 -1.255501
-1.341279 -2.100883 -1.289259
-0.868686 -2.187158 -1.622352
-0.9600334 -2.257669 -0.2065176
-0.92369 -1.93277 -1.086528
-1.0289 -2.88207 -0.7633909
-0.3324925 -2.259467 -1.100115
-1.129035 -2.733071 -0.4486893
-1.596522 -3.031761 0.2231445
-0.6867399 -2.403395 -1.332412
-0.6912987 -2.171108 -0.5597893
-1.206888 -2.11953 -1.19695
-1.08387 -2.335401 -0.8603197
-0.7821657 -2.495312 -1.068135
-0.9231972 -3.002077 -0.9417722
-0.8573053 -2.106307 -1.041619
-0.7501233 -2.717561 -0.3055778
-0.975207 -2.116164 -0.2249182
0.6226321 -3.0524 -0.2968996
-0.4159688 -2.583721 -0.8245113
-0.774373 -2.322484 -0.2946937
-0.6600187 -2.327321 -1.822523
-1.053104 -1.719942 -0.8874441
-0.6216866 -3.217586 -1.434108
-1.208287 -4.207388 1.057434
-1.371472 -2.296258 -0.8315568
0.005890368 -3.473197 -1.119978
0.3467527 -2.300412 -0.8558441
-1.237047 -1.43671 -1.302732
-1.252811 -1.45389 -0.4849976
-0.06168863 -3.438003 -0.7891667
-2.45549 -3.769828 -1.339496
-1.56824 -2.272447 -0.3204917
-0.8536171 -2.409919 -0.1048129
-1.401295 -2.724929 -1.266609
-2.302766 -3.357518 -1.892646
-0.9115696 -3.978716 -1.245713
-0.716647 -2.029337 -0.9709286
-0.9039263 -4.079087 -1.839736
-1.439325 -2.927826 -1.428706
-0.5444971 -1.721576 -0.7382068
-1.601297 -2.090006 -0.1466879
-1.319716 -0.7477263 -0.3153124
-1.032059 -2.350432 -1.340105
-1.351765 -2.821791 -0.7427965
-1.395115 -2.427636 0.2464845
-1.509523 -2.325706 -1.272954
-0.7998695 -2.555374 -1.796026
-1.676994 -2.45859 0.6133963
0.6107383 -2.98355 -1.109945
-0.4367989 -1.155357 0.1208485
0.03140531 -1.981911 -0.8632848
-0.4070449 -0.3709411 -0.4805174
-1.230931 -2.116734 -1.160762
-1.254566 -1.840809 -0.8067005
-1.092327 -2.145049 -1.089857
-0.6646476 -2.374108 0.9307762
-0.4531163 -2.078749 -1.099287
-0.5453067 -1.453569 -0.5054294
-0.6348546 -1.73004 -0.7097077
-1.435606 -2.247972 -1.244696
-2.055492 -2.665686 -1.042955
-0.6793935 -2.198453 -1.058232
-0.8945107 -2.734888 -0.9329067
0.1442135 -2.15097 -2.216105
-0.9720899 -2.468412 0.02016614
-1.299307 -1.947858 0.05059005
-1.216081 -1.982338 -1.043407
-0.9085954 -1.749017 -0.01645606
-0.9727274 -1.75587 -0.8801391
-0.8955701 -1.574859 -0.9095588
0.001119704 -1.72161 -0.2588258
-0.6413758 -1.678148 -1.658807
-0.884721 -2.045879 -0.9963189
-0.8293586 -1.975138 -1.482544
-0.2372764 -2.392942 -1.995036
-0.704017 -2.340245 -0.7285351
-1.24442 -1.672854 -1.613555
-1.704013 -2.292048 -1.392691
-0.158408 -1.556105 -1.897094
-1.570505 -3.176695 -2.444412
-0.8459926 -2.975082 -0.5838609
-0.7742176 -2.796483 -0.5491448
-2.280396 -3.444633 -1.300537
-2.574324 -1.058804 -2.441035
-1.464615 -2.099042 -1.309565
-1.122368 -2.302347 -0.2079929
-1.31434 -2.842969 -1.360652
-2.268422 -2.244121 -0.5204465
-2.58311 -3.736387 -3.059952
-0.9943693 -2.777196 -3.447707
-0.6017761 -2.743409 -0.3065606
-0.7658132 -1.528569 -1.684308
-0.7572869 -1.942928 -0.6290358
-1.310793 -2.598027 -0.9795528
-0.7998301 -2.374414 -1.450633
-2.403659 -2.759639 -2.767726
-0.4410421 -3.154418 -1.009257
-1.690821 -3.485433 -0.8116136
-1.934111 -2.855535 -0.7165585
-1.784553 -3.103423 -0.2366939
-2.959365 -3.795209 -2.586741
-0.3119024 -1.907976 -1.167278
-0.9472589 -1.852777 -0.2507342
-2.42069 -2.18122 -0.7798378
-0.5595241 -2.896716 -1.515697
-2.17034 -2.311814 -1.401361
-2.900082 -3.505599 -1.06508
-1.051879 -3.440564 -2.563272
-0.7345111 -2.42789 -0.6787959
-0.2619428 -2.277776 -0.2613362
-0.2958779 -1.189727 -0.4091277
-1.231892 -2.100225 -1.127181
-0.7986119 -2.583632 -1.036267
-2.518851 -3.820294 -1.625537
-1.852188 -3.17749 -1.24344
-1.58874 -2.824215 -0.6731994
-0.9004822 -2.434293 -1.120211
-1.235228 -3.25983 0.9804964
-1.303916 -2.705082 -0.7405962
-1.534896 -2.917924 -0.3114094
-1.161026 -2.530785 -0.925607
-1.362681 -2.975956 -1.247158
-1.283803 -2.31906 -1.4282
-1.377667 -3.695232 -2.303571
-1.348136 -3.44128 -2.334373
-0.7541664 -2.86513 -2.819683
-1.688142 -2.424085 -1.871856
0.1449816 -3.163312 -1.022218
0.3357571 -2.261622 -1.895755
-1.455755 -2.391308 -0.7061508
-1.64638 -3.455663 -0.7683661
-1.572274 -4.015701 -3.26403
-0.7303886 -2.698729 -1.906413
-1.174473 -2.359677 0.1934008
-0.912052 -2.349143 -1.375152
-1.826145 -2.981644 -0.7603619
-1.691364 -3.313845 -0.7152292
-1.435633 -3.666641 -1.274496
-1.659013 -2.618729 -0.4908712
-1.246901 -3.326496 -1.645323
-1.436214 -2.821148 0.4488591
-1.494477 -2.827854 -1.749471
-0.01795446 -2.904118 -1.441281
-1.233176 -2.145337 -2.134075
-2.794613 -4.127356 -1.398835
-2.041199 -2.742977 -1.661728
-1.627138 -2.608784 -0.892289
-1.910722 -3.103011 -1.467181
-1.861221 -3.721072 -0.9293174
-0.9196008 -3.119278 -1.946623
-0.7315554 -3.43679 -0.8278133
-1.321216 -2.943075 -1.289982
-2.336791 -2.489132 -0.8097578
-1.672074 -3.266784 -1.506176
-2.654163 -3.065763 -1.268705
-0.9014177 -2.611122 -1.322382
-1.803344 -3.255349 -0.9465266
-0.9925435 -2.165596 -1.178081
-1.421683 -3.206985 -1.039913
-1.708703 -2.020081 0.2171999
-1.362649 -3.503799 -2.298288
-1.523621 -2.642308 -1.430542
-1.897913 -2.243018 -1.59769
-1.308537 -2.03296 -0.1620034
-1.286588 -2.616002 -1.164144
-1.966865 -2.221341 -0.1785471
-1.035847 -3.634198 -2.242735
-1.543479 -2.459304 -1.468939
-1.891367 -2.674647 -1.087531
-1.422449 -1.808543 0.1351442
-2.947412 -3.071254 -1.39816
-0.3778034 -2.787162 -2.412475
-1.408046 -3.233444 -1.663022
-0.7443433 -3.539424 -2.298323
-2.375938 -3.467196 -1.26807
-0.5201696 -2.111299 -1.436374
-0.4903964 -2.967116 -1.255826
-2.407991 -2.876521 -0.2329598
-0.3232634 -2.68036 -3.211324
-1.346484 -2.617642 -1.969633
-0.01507223 -3.16761 -1.137915
-0.3316744 -2.239806 -1.725298
-1.341191 -2.839101 -1.695722
-0.792249 -2.493623 -1.154593
-1.530032 -2.815763 -0.7679146
-1.131771 -2.391494 -0.1800595
-0.1365371 -1.540528 -0.5266553
-1.289307 -1.906909 -1.198301
-1.029084 -2.082051 -1.201984
-0.2858928 -1.923373 0.1805873
-2.069644 -3.267829 -0.7836944
-0.3154288 -2.11236 -1.92315
-0.4754032 -1.583701 0.0531677
-0.5099387 -2.267301 -1.113569
-1.373089 -2.789434 -1.387295
-0.3042337 -1.799984 -0.9696978
-1.388314 -2.047205 -1.291081
-0.933695 -2.088951 -1.116935
-0.6856888 -1.814804 -1.770854
-1.085974 -2.056449 -0.2073619
-0.6285692 -2.376745 -0.7164601
-0.0804332 -1.246909 0.4846768
-1.018363 -2.147595 -0.5855815
0.007621474 -1.914369 -1.02908
-1.017686 -2.337884 -0.8882251
-0.9870639 -1.975507 -0.2541477
-1.143281 -1.905603 -0.4065061
-1.152594 -2.103369 -0.9595415
-1.283187 -2.530652 -2.485594
-0.6690626 -2.264197 0.7185589
-1.69102 -1.980196 -0.1846711
0.05604888 -2.69629 -1.121746
-2.621976 -2.058647 -0.4068688
-0.4171934 -2.143053 -0.02182391
0.09280775 -2.162705 -1.196618
0.2298601 -2.901873 -1.272802
-1.556195 -2.747375 -0.3548683
-1.550262 -2.297602 0.2040213
-0.8190109 -2.921599 -1.519475
-0.4652239 -1.712683 -2.201523
-1.253506 -2.221161 -0.734642
-1.00258 -2.276589 -1.324702
-0.1073434 -1.79174 -1.492463
-0.9704915 -2.227443 -0.1309545
-1.55126 -3.02917 -1.234947
-0.3198892 -2.301808 -2.087526
-1.010109 -2.67486 -0.9349449
-0.8069127 -2.002621 -1.143945
-0.5414802 -1.313481 0.6760243
-0.3395061 -2.753407 -0.6935605
-1.24242 -2.784726 -0.6861748
-1.779328 -1.528499 -0.415536
-1.452425 -2.287088 -0.448294
-1.807521 -2.479265 -1.059873
-1.371685 -1.814207 -1.479857
-2.075973 -3.065629 -0.9357131
-0.5235274 -2.554198 -0.08445442
-1.924426 -2.264853 -0.828212
-1.848851 -2.544694 -1.748959
-0.7367855 -2.731444 -1.05046
-0.8508267 -2.859864 -1.271228
-0.7913482 -2.114129 -1.155131
-1.414953 -3.157766 -2.638504
-2.11435 -3.177441 -0.02264366
-1.007783 -1.619486 -1.804211
-1.487139 -2.30136 -1.607886
-0.4426968 -2.306054 -1.633825
0.1532154 -2.706084 -0.6195279
-1.553543 -2.008196 -0.549439
-1.717335 -2.46099 -0.9430608
-1.226752 -2.858887 -1.799654
-1.724311 -1.983069 -1.408215
-1.012666 -2.319453 -1.36172
-1.03893 -2.637062 -1.443758
-0.7620003 -1.549527 -0.6625493
-1.24144 -1.212708 -0.8089865
-0.8979478 -1.34026 -1.48752
-1.379889 -2.599165 -1.313947
-1.736559 -2.044471 -1.413797
-0.93839 -1.863029 -0.6907999
-1.311855 -2.195975 -0.6510892
-1.135593 -2.946007 -1.578998
-0.8286586 -2.549102 -1.348761
-1.137056 -3.252363 -1.306325
-0.8512583 -2.047095 -1.008945
0.3048652 -1.423579 -0.9211623
-0.8995224 -2.061869 -0.8319634
-0.1808708 -2.225736 -1.56759
-1.672102 -2.561509 -0.7256693
-0.8398863 -1.896497 -1.090891
-1.50691 -2.478207 -1.092128
-0.9857666 -1.984946 -0.7474364
-0.8152263 -1.978859 -0.2252325
-2.513356 -2.532796 0.3934084
-1.629997 -2.259628 -1.236038
-1.905858 -2.891812 -1.905453
-1.295415 -1.945238 -0.6563031
-1.451674 -2.585609 -1.509576
-0.7584257 -2.079448 -0.3476647
-0.5870014 -1.719948 -0.5407707
-1.322678 -1.423796 -0.44163
-1.233733 -2.37203 -1.634053
-1.310992 -2.488216 -0.3673237
0.06840002 -1.324377 0.3551961
-1.439242 -2.523298 -1.161978
-0.8347025 -3.499089 -1.015994
-0.7140022 -2.240463 -0.3703459
-1.615046 -2.075712 -0.5475229
-1.611011 -2.006032 -1.691655
-1.647523 -1.686736 -1.140003
-2.049034 -2.57508 -1.741532
-0.8277155 -1.181731 -1.313902
-1.137698 -3.058827 -1.037197
-1.367794 -2.681886 -1.512017
0.02623975 -1.659759 -1.3576
-1.996222 -2.527665 -0.7735539
-1.493527 -1.724826 -1.428125
-1.062763 -2.383066 -1.140075
-1.330344 -1.918039 -1.062842
-0.7854407 -1.667261 -0.3455236
0.1390268 -3.347927 -1.001061
-0.2739075 -2.34262 -1.325608
-1.19878 -1.950647 -0.7328687
-1.022293 -2.050128 -1.087395
-0.9457451 -2.34851 -0.7682799
0.004333949 -1.880765 -1.429945
-0.9811022 -1.937442 -0.3590515
-0.8143682 -1.689177 -1.325523
-0.8449345 -2.605264 -0.9513097
-0.3594577 -2.696598 -1.606097
-0.8378857 -1.248301 -0.82106
-0.6430621 -1.990452 -0.8264986
-1.187801 -1.584346 -0.9712095
0.7013058 -2.754413 -1.197495
-1.81631 -2.541847 -0.7953894
-0.1354391 -2.859789 -0.9875669
-1.155513 -1.805596 -2.616132
-1.533483 -2.787038 -0.8024708
-0.5037994 -2.818405 -1.589626
-1.155821 -2.767165 -1.641854
-1.148571 -1.81888 0.3198156
-0.3263 -2.319561 -1.605478
-1.43961 -1.879812 -0.8993366
-0.6687013 -2.3993 -0.9112549
-0.5935767 -2.907762 -2.422921
-1.632219 -1.866504 -0.938085
-1.920398 -2.724006 -1.158785
-1.511753 -3.594104 -1.159419
-0.8480366 -3.003631 -1.551489
-1.335504 -2.965085 -1.367452
-0.8256056 -3.076315 -2.010952
-1.555644 -2.387627 -2.065303
-1.545041 -2.945024 -1.535096
-2.051221 -2.74971 -2.129133
-0.4536353 -2.852811 -0.8912904
-0.7429441 -2.340571 -0.8787214
-1.642273 -2.291235 -0.5167857
-1.887213 -2.475891 -0.7062318
-0.7151836 -3.177244 -1.663653
-1.664347 -3.75223 -0.7540408
-1.313197 -3.323128 -1.457554
-1.4513 -3.44896 -0.9540741
-1.853132 -3.600281 -1.581186
-1.547826 -1.815389 -1.156999
-1.795584 -2.67215 -1.754006
-1.075521 -2.090768 -1.769521
-0.4641673 -2.938155 -2.110876
-1.480226 -2.249625 -0.2512405
-1.728932 -2.998317 -0.3412505
-1.282504 -2.275784 -0.969692
-1.520864 -3.469809 -1.696527
-0.2026636 -2.816559 -1.582376
-0.80363 -2.3248 -1.697254
-1.983554 -1.102881 -0.2928697
-1.919373 -2.295283 -0.2508716
-1.629294 -2.735638 -0.6491933
-2.788194 -4.145106 -2.926616
-1.681122 -2.559245 -1.196615
-1.568496 -2.667884 -0.8092616
-2.026982 -2.463542 -1.342521
-0.9520933 -2.397241 -1.947672
-1.33581 -2.216515 -1.898104
-1.397924 -2.426723 -0.5263309
-0.9619322 -2.455311 -1.397057
-0.3812135 -2.289691 0.7425553
-1.312728 -3.064949 -0.01777222
-0.4808851 -2.317914 -0.4104966
-0.4668705 -1.660696 -0.4057605
-1.321922 -3.16455 -2.308029
-1.703354 -3.045317 -2.351651
-1.345962 -3.242807 -2.173925
-1.965144 -2.613381 -1.952459
-2.149984 -3.671711 -1.549591
-1.095282 -3.399872 -2.028835
-2.268481 -3.244526 -2.086082
-1.640626 -2.268859 -0.9333672
-0.37683 -2.019659 -0.8884476
-0.386139 -1.496676 -1.099344
-0.7078059 -2.067426 -1.029598
0.2155137 -2.895979 0.5115483
-0.639905 -2.114464 0.4161717
-1.018148 -2.093964 -0.1534438
-2.513553 -3.638792 -2.202397
-1.537328 -2.728074 -1.902944
-0.5616314 -3.156826 -1.259891
-0.5824232 -2.667911 -1.81161
0.2040006 -3.070587 -0.2545915
-0.6465626 -1.440853 -1.684022
-1.725508 -3.079389 -0.5981166
-2.247236 -1.999207 -0.05343291
-0.6105531 -2.834199 -1.618536
-1.01077 -2.757165 -0.8738292
-1.291559 -2.651422 -1.599148
-0.03266606 -2.547617 -1.314155
-1.189647 -2.17461 -1.345009
-1.38036 -2.242721 -1.255612
-1.720891 -2.39906 -1.318943
-1.983899 -2.463434 -1.120057
-1.93752 -2.568665 -1.646484
-1.765105 -2.029665 -0.5972089
-1.02068 -2.11289 -1.416201
-0.7321848 -2.235838 -1.921461
-1.960168 -2.447419 -1.091561
-1.319016 -2.026557 -1.194231
-1.561157 -1.884924 -0.9166445
-1.20017 -1.69985 -1.23901
-1.118133 -2.26949 -0.7684192
-0.6196482 -1.895131 -1.793972
-1.125664 -1.667022 -2.151824
-1.822655 -2.226186 -0.6388248
-1.266432 -2.155701 -1.006452
-1.651929 -2.137732 -0.8403307
-1.307583 -2.592279 -1.481853
-0.5016597 -1.83631 -0.9461928
-0.4169646 -1.77217 -1.008708
-0.8499374 -2.259534 -1.331415
-1.051665 -2.133435 -0.6955981
0.7386623 -1.766322 -1.003298
-1.344795 -1.532574 -0.0738529
-2.236839 -3.007174 -1.126848
-1.258366 -2.735883 -0.8837113
-1.517405 -2.329744 -1.43237
-2.016517 -2.228534 -2.114699
-1.715325 -3.120644 -0.9584093
-1.560471 -3.421468 -1.765024
-0.9366488 -2.944813 -0.7990171
-1.914103 -3.016982 -1.830818
-1.570779 -2.300661 -1.233899
-2.022881 -2.75892 -1.029842
-0.4212465 -2.114085 -0.9949676
-0.7925769 -1.61513 -0.7321063
-1.313965 -2.044603 -0.2908226
-1.979614 -1.728986 -0.3310926
-1.478047 -2.942977 -0.3905552
-2.04985 -3.963006 -3.362161
-2.494992 -3.78452 -2.26526
-1.573236 -3.583607 -1.560173
-1.420727 -2.363355 -1.256466
-1.400753 -2.314517 -1.083747
-1.430527 -1.47798 0.2658936
-0.5031194 -2.860926 -0.509024
-0.9386954 -3.172568 -0.6506687
-1.430962 -1.853019 -1.675022
-1.321234 -2.470165 -0.6064166
-0.2682182 -2.642484 -0.3166288
-0.3838542 -1.865312 -0.4945018
-0.6070168 -1.954221 0.9692993
-0.8100253 -2.331404 -0.08613724
-0.4440595 -2.404768 -0.6706691
-0.4003001 -2.033732 -1.474188
-0.9597166 -2.833514 -0.9677683
-1.467067 -2.281724 -0.330921
-1.623104 -1.93096 0.1718698
-1.315066 -2.104952 0.4883069
-1.056828 -2.604586 -0.7634512
-0.8595229 -2.881479 -2.102164
-2.227013 -3.780972 -1.37316
-0.9162595 -2.872143 -1.67702
-1.350885 -2.310838 -0.7250778
-3.516112 -3.445439 -0.9630064
-1.560881 -2.225657 -0.02067681
0.06102099 -1.752772 -0.90774
-0.1038911 -2.577807 -0.08301446
-1.342113 -2.894508 0.8811684
-1.78696 -2.584028 -2.371907
-1.557487 -3.063192 -1.209865
-0.7276063 -2.376153 -0.7942196
-0.06880881 -2.243354 -1.258683
-1.705231 -2.494704 -0.1465741
-0.1643369 -2.512574 -0.4202275
-0.8646267 -2.277968 -1.407079
-2.96943 -4.334064 -1.245005
-1.644079 -3.248424 -0.8604402
-1.697984 -2.674935 -1.101821
-0.7284867 -2.077078 -1.164467
-1.110396 -2.31925 -0.6332743
-0.7892662 -1.228686 -0.711802
-1.014115 -1.769334 -1.12381
0.3804234 -2.087799 -1.418118
-0.5930207 -2.643771 -0.8526739
-0.5217173 -2.040419 -1.236787
-0.8382474 -3.175552 -1.883496
-1.105443 -2.359919 -1.263197
-0.9128209 -2.50287 -2.656573
-0.7496305 -3.071324 -1.992851
-0.5632248 -2.807607 -1.386553
-0.9611386 -2.499748 -0.7681755
-0.9737776 -2.667556 -1.206848
-0.6303283 -3.426951 -2.778464
-0.1300923 -2.222877 -1.060374
-2.952302 -3.816771 -1.560009
-0.1802742 -2.604994 -0.3397952
-0.8990724 -3.420545 -2.158258
0.1766901 -2.551986 -1.842189
-0.6062032 -1.782224 -0.8134066
-1.125005 -1.975532 0.09534256
-1.129177 -1.700354 -1.400274
-1.316599 -1.529907 -1.465276
-1.486221 -2.024618 -0.4603933
-0.623176 -2.435594 -0.02288485
-0.5477254 -2.784595 -0.2161683
-2.520013 -3.440102 -0.9620934
-4.882864 -4.224325 -1.33524
-0.06764182 -3.067558 -1.32036
-0.9558709 -2.785439 -0.8618252
-1.24121 -2.16668 -0.6614322
-1.683105 -3.141592 -0.8703662
-0.4410805 -3.210219 -2.592517
-0.4939821 -2.216135 -1.499685
-2.192246 -2.193267 -1.178071
-0.327276 -1.540483 -2.61278
-1.271248 -2.045248 0.1982761
-2.560117 -2.989872 -0.8975105
-0.5439341 -2.111302 -0.6866618
-0.9393334 -2.896552 -2.722975
-0.8370262 -2.127287 -0.9926596
-1.548345 -2.98785 -0.5144801
-0.1011484 -3.512243 -2.21156
-0.6208572 -3.132661 -2.436603
-1.972605 -3.491409 -1.420266
0.04710517 -2.466685 -1.289006
-2.079156 -3.174917 -1.199363
-0.1744349 -2.171834 -1.071159
1.313616 -3.37225 -0.4401881
-1.44937 -2.391332 -0.9450611
-0.8361048 -1.946541 -0.271176
-0.8884354 -2.403659 -1.355215
-0.350284 -1.569064 -0.2169112
-0.3243772 -2.207582 -0.5719758
-1.120784 -2.857806 0.05493532
-1.900202 -2.83467 -0.4674505
-2.176815 -3.510972 -1.787455
-0.7621679 -2.5794 -1.976534
1.406 -1.501226 -0.4277271
-1.762584 -3.191707 -1.528322
-2.034645 -4.032551 -1.187555
-2.016723 -3.158242 -0.4846333
-1.322853 -3.03836 -1.648402
-2.309032 -3.004348 -1.421549
-2.106921 -3.873543 -1.402277
-1.476868 -2.128474 -0.75689
-0.05667222 -2.001716 -1.427408
-0.3882522 -2.196951 -1.26661
-1.885667 -1.691125 0.32531
-1.774296 -2.038658 0.1121398
-1.324383 -0.01762149 -0.1832498
-0.7755026 -2.790371 0.1668728
-1.106175 -1.453053 -0.9280763
-0.9298953 -1.955144 -0.5513137
-1.318081 -2.548523 -1.521851
-0.1677032 -1.96342 -0.4017901
-1.071391 -1.769788 -0.9175099
-1.02926 -1.684533 0.5260045
0.4184739 -2.188847 -0.9249423
-1.434709 -1.415731 0.1039843
-2.265892 -1.130456 0.5220736
-1.532185 -1.948692 -1.266193
-0.2697644 -2.277498 -0.1485439
-0.3349843 -2.561045 -1.0676
-0.505774 -2.976218 -0.6157691
-1.453155 -2.653634 -1.561795
-1.265894 -2.386806 -1.239241
-1.342461 -2.871241 -1.290555
-0.515531 -2.744037 -0.7366357
-0.2236313 -1.768367 -1.713993
-0.6600652 -2.326092 -0.8336902
-0.8828154 -2.784695 -2.341946
-2.774574 -3.088283 -0.580804
-2.146464 -2.0104 -0.4130375
-2.288369 -1.936741 -0.5027928
-0.4830667 -1.381299 -0.7901667
-0.02901943 -3.113038 -1.031565
-2.78353 -4.642326 -1.830845
-1.766134 -3.470162 -1.572282
-0.791315 -3.430303 -1.734595
-1.199107 -3.796523 -2.876617
-1.245054 -2.476578 -1.367929
-1.686767 -2.600309 -1.315514
-0.9185121 -1.345986 0.2899135
-1.135739 -1.978048 -0.9113964
-0.9118395 -0.9463052 -0.4930212
-1.405257 -2.34813 -0.7878307
