RBuffer (Rotation Quaternions):
0.1532451 -0.6865984 0.09817146 0.7038898
0.7357095 0.01113259 -0.6746061 -0.05927938
0.7123781 0.008907841 -0.7017382 0.00122068
0.69906 0.548487 -0.4271277 0.1674483
0.2821636 -0.2668267 0.6115147 0.6893743
0.4278265 -0.4192778 0.4957163 0.6288369
0.2597192 -0.2692163 0.6068594 0.7012773
0.1946916 0.9011537 -0.07275446 0.3804258
0.6752402 0.08240157 -0.01059309 0.7329041
-0.0207528 -0.2548096 0.430188 0.8657827
0.4536836 0.5894265 -0.4719894 0.4732584
0.2206051 0.2460885 -0.09001035 0.9395062
0.2278705 0.2258647 -0.2139243 0.9226574
-0.3688913 0.8723413 -0.2632101 -0.1834673
0.5659044 -0.4549429 0.3840503 0.5703373
0.001791558 -0.3080223 0.3391065 0.8888902
0.1359301 0.7523967 -0.4288479 -0.4811564
0.3883175 0.5144234 0.1966375 0.7388583
0.4792616 0.848094 -0.1479789 -0.1707253
0.5249386 0.560079 -0.4986828 0.4025748
0.8545659 0.5057237 -0.1025514 0.05868409
0.7150541 0.3762152 0.5675363 0.1583107
-0.4115793 -0.5555525 0.4186121 0.5888358
0.6280001 0.6667647 -0.2745908 0.292644
-0.441199 -0.5083427 0.5970869 -0.4363694
0.7303751 0.01901238 -0.06766603 0.6794203
-0.3847767 -0.5023873 0.6966944 0.3378917
-0.1812761 -0.295012 0.743608 -0.5719738
-0.01788002 -0.08119542 0.8009651 -0.5929101
-0.604264 0.6312132 -0.1568838 -0.4602417
0.725259 0.4003448 0.5476744 0.1173716
0.1565504 -0.664592 0.726518 -0.07733607
0.7380828 -0.6529804 0.09081183 0.143539
0.008748804 0.06955 0.8552999 0.5133694
0.6523638 0.700555 -0.1760762 0.229437
0.1080998 -0.1169049 0.6659414 0.7288139
0.3075534 0.05698868 0.7415531 0.5935168
0.4004466 0.6174731 0.5115995 0.4434357
0.7658416 0.6320711 0.03058581 -0.114181
-0.2565012 -0.599416 0.714307 0.254309
0.7438553 0.01160285 -0.0230717 0.6678416
0.7443169 -0.6496678 0.1157873 0.1025535
0.1223096 -0.312759 0.6773704 -0.6545162
0.7410704 -0.6607504 0.00917937 0.1189087
0.6935496 -0.6425688 0.183846 0.268877
0.1336494 0.1726664 -0.662688 0.716358
-0.6438249 0.737304 -0.1372501 -0.1517712
-0.354968 0.6378486 -0.513045 0.4515878
0.5894874 -0.5223845 0.2964119 0.5401471
0.6124008 0.5880328 0.4520178 -0.27361
0.5785673 -0.5448708 0.2611302 0.5478929
-0.3486831 -0.4551717 0.6685737 -0.4735484
0.5923195 -0.5377035 0.3471053 0.4894387
0.5895852 -0.5469667 0.5180854 0.2912116
0.2385864 -0.2431977 0.6942605 -0.6339822
0.7406325 0.1150684 0.07082313 0.6581843
0.7502797 0.133811 0.08554492 0.6417609
0.7843953 -0.6091067 0.1035118 0.05475501
0.430997 0.4034357 0.6765734 -0.4401472
-0.2568545 -0.2860671 0.7131191 -0.5862187
0.6702496 -0.4819222 0.3724055 0.4240643
-0.4048626 -0.5663817 0.6351266 0.3345326
-0.3987363 0.2777455 0.6394231 0.5958228
0.3737006 -0.2521858 0.6258438 0.6364509
0.6015269 -0.3739405 0.4801268 0.5175055
0.694811 -0.4913636 0.3494534 0.3920225
0.6079183 -0.3769067 0.466483 0.5203559
-0.4983768 -0.5433384 0.5810578 -0.3446386
0.4265734 -0.2476544 0.6176317 0.612563
0.6946664 0.6340348 -0.3004901 0.1585696
0.009050338 -0.005448094 0.6716806 0.7407654
0.5567371 0.703299 -0.3654014 0.2487895
0.3805422 -0.2361275 0.5463263 0.7077845
0.5676993 -0.4151709 0.4105583 0.5803382
-0.3282928 -0.4544539 0.6355631 -0.530806
0.3431272 0.3052331 0.7233031 -0.5156831
-0.4397654 -0.4818886 0.6573605 -0.3771827
0.6148618 0.6260685 -0.4273058 0.2176991
-0.3054966 0.2083053 0.6549522 0.6590283
-0.186639 -0.1756506 0.7622815 -0.5943395
-0.4262398 -0.5689037 0.5788322 -0.3995263
0.5889964 0.6726921 -0.3943993 0.2121739
0.1684517 -0.09855354 0.684749 0.7021609
0.7231029 0.6906595 -0.009417826 0.004784861
0.4336597 0.515938 0.6269784 -0.3906982
-0.1103695 -0.0880061 0.8183045 -0.5571814
0.8282728 -0.5241644 -0.1606583 -0.1157788
-0.3708589 -0.5123574 0.6074696 -0.4805562
0.6803067 -0.5491738 0.3199596 0.3649883
0.7827377 0.06511993 0.03215828 -0.6180994
-0.2435624 0.1753673 0.5545937 0.7761117
0.5865505 0.8028952 -0.06195241 0.08648457
0.5486513 0.7980444 -0.1664737 0.185454
0.4306273 0.6053089 -0.5075979 0.4364693
-0.3507533 -0.5329006 0.5559633 -0.5328168
-0.3353391 0.6740225 -0.5926401 0.2863895
-0.2061552 -0.3034709 0.7087141 -0.6026024
0.03441256 -0.04711386 0.7681207 -0.6376414
0.4591613 0.5112641 0.546786 -0.4783356
0.5897273 0.7716912 0.1966812 -0.134279
-0.02167688 0.7500671 -0.6556555 -0.08393554
0.5385954 -0.4637745 -0.4981506 -0.4966629
0.3358965 0.6309643 0.575673 0.3970616
-0.02153654 -0.6661007 0.7441893 0.04503766
0.6450283 -0.2421903 -0.3599531 0.6290596
-0.5122678 0.4579812 0.5455542 -0.4797972
0.7731813 0.03169104 -0.00277949 -0.6333866
0.7440227 0.634303 0.1755501 -0.1152048
-0.05214464 -0.634325 0.7694159 0.05396125
0.3412184 -0.5608853 0.6974598 -0.2872757
0.7494694 -0.6600288 -0.02088722 0.04713058
0.02244699 0.6645043 0.7469342 0.004413368
0.6208652 0.3436798 -0.3858317 -0.5895289
0.7333958 0.6593247 -0.1578268 0.05012164
-0.1868456 -0.6156926 0.7504795 0.1509693
0.7719167 0.06298661 0.04142803 0.6312376
0.7604114 -0.09428991 -0.1159382 0.6320143
0.7298043 -0.609544 0.2064116 0.2307287
0.3138678 0.3845945 0.7340397 -0.4634218
0.6854698 -0.5098787 -0.2979769 -0.4258691
0.333168 0.4243055 0.6912377 -0.4807851
0.3296575 0.4002381 0.7243324 -0.4543986
-0.1497323 0.6005508 0.78075 -0.0857216
0.6240965 -0.5624961 -0.3426834 -0.4203209
0.6432964 -0.5601604 -0.3728471 -0.3652056
0.7529855 -0.10512 0.1614177 -0.6292112
-0.1275212 0.640216 0.7442724 -0.1411399
0.710448 -0.5105236 0.320688 0.3630267
0.562887 -0.3867478 0.4525622 0.5733862
0.6661216 0.6332658 -0.3521637 0.1767399
0.2330042 0.2038524 0.7907815 -0.5280321
-0.3179358 -0.3950502 0.6815556 -0.5275737
0.3878497 -0.3114043 0.4668166 0.7312196
-0.1611926 0.0244539 0.7154624 0.6793618
-0.1745038 0.5700858 0.7978408 -0.08944604
-0.3981517 0.5626213 0.647965 -0.3241508
0.05246312 -0.04817552 0.7751465 -0.6277536
0.6579454 -0.0490903 -0.1745302 0.7309152
0.1128835 0.1668564 0.7954898 -0.5714998
0.3055358 -0.2624673 0.6099001 0.6824812
0.6192122 -0.08571892 -0.5063871 0.5939701
-0.5299239 0.6069394 -0.5884912 -0.06695691
0.584906 0.09322041 -0.502238 0.6300411
0.5327802 -0.4029229 0.744175 0.001366576
-0.5661062 0.8153882 -0.03153912 -0.116924
-0.0900288 -0.1571576 0.7961272 -0.5773885
0.7730749 0.62461 -0.08010873 -0.07615725
-0.5185046 -0.4620157 0.3855391 0.6074981
-0.496114 -0.5137252 0.3551323 0.6031901
0.05286917 -0.02427522 0.477293 0.8768163
0.4310527 0.6421707 0.2112216 0.5976586
0.07223961 -0.6756971 0.7332321 0.02419704
0.667381 0.3744537 0.4773708 0.4318609
-0.6607952 -0.2636425 0.6739034 0.1992396
0.7603402 0.6478678 -0.0304119 -0.03500265
-0.2036199 0.9649445 -0.1644782 0.01918418
0.1165674 -0.6956369 -0.07677316 0.7047036
0.2311905 0.6363357 -0.3984482 -0.6187624
0.451176 0.5710176 0.4334094 0.5315406
0.04515637 0.04837111 0.7925048 0.6062649
0.7670611 0.538178 0.1962515 0.2889064
-0.1703188 0.04748119 -0.5933143 0.7853121
0.7989241 0.581204 0.124049 0.09237956
0.7199765 0.2448535 0.2218703 0.6102903
-0.3106538 -0.5996498 0.719242 0.1631113
0.5834355 0.620354 -0.389938 0.3503029
0.3441582 -0.3518581 0.5540482 0.6714026
0.5463489 0.6776826 -0.3401197 0.3557633
0.6696694 0.4945161 -0.4836407 0.2703486
0.5251586 -0.2492625 0.6523488 0.4863307
0.6441115 0.4692408 -0.5549047 0.2387762
0.6387906 0.4173992 -0.5849898 0.2747934
0.7088066 -0.6387556 -0.2765154 -0.1145585
0.7189891 -0.517571 -0.3642403 0.2872348
0.7177459 0.6197849 0.2587292 -0.1837568
0.5102869 0.1313528 -0.4113458 0.7437394
0.702171 -0.0490509 0.7087515 -0.04712787
0.6648704 -0.43291 -0.1955017 0.5764679
-0.2582326 0.6230869 -0.4413741 0.5918341
-0.4707451 0.8736013 0.0212607 -0.1215233
-0.3111687 0.8581393 0.02890075 -0.4073522
-0.3687653 0.8881214 0.04429512 -0.2707219
0.05362272 0.7944015 -0.166261 0.5817286
0.3583041 0.6780794 0.3054588 0.564377
-0.2627118 0.7908762 0.09153472 -0.545086
-0.4810817 0.8136631 -0.3067847 -0.111336
-0.06584597 -0.3554841 0.6673822 -0.6510731
0.06626692 0.2532548 -0.6649156 0.6995411
-0.307159 0.9498812 -0.05700532 0.01137018
-0.01008294 0.8178245 -0.4294159 -0.3829663
0.4638033 0.2552899 -0.09546396 0.842971
-0.1432262 0.9871171 -0.07120813 0.003903961
-0.05398467 -0.03018069 -0.3464566 0.9360248
0.5444949 -0.05724801 -0.4480989 0.7067215
0.7470896 -0.6118081 0.03339757 0.2577448
0.6835117 -0.00782011 -0.1212687 0.719753
-0.5243131 0.5619348 -0.3703349 -0.5217059
0.6328663 -0.5060322 0.3485329 0.4711013
0.006722427 -0.001160785 -0.669658 0.7426382
-0.03028053 0.03681236 -0.5773022 0.8151381
-0.04771134 -0.2673287 0.7240416 -0.6340526
-0.009249498 -0.1755936 0.7698542 -0.6135191
-0.6780866 0.7280882 -0.03082306 -0.09558292
0.4575969 -0.4270291 0.5799091 -0.5214946
-0.2691146 0.7068529 -0.4278838 0.494825
-0.6561761 0.6791716 -0.190545 -0.2680508
-0.596648 0.7932258 0.02232396 -0.1196055
-0.5713274 0.8169647 0.06366739 -0.04582421
-0.04258502 0.09277476 -0.5748037 0.811899
-0.05365115 -0.1739353 0.5565038 0.8106611
0.685698 -0.5627419 -0.3451663 -0.306594
0.6301982 0.6619992 0.3625975 -0.1820174
0.7460745 -0.6244751 -0.1500167 -0.1757801
-0.4243985 0.5793013 0.6661226 -0.2014359
0.2334802 0.3224254 0.7422135 -0.5391178
0.2873374 0.3337625 0.7465912 -0.4986395
0.743127 -0.5037876 -0.2850237 -0.3357405
0.3033972 0.2646644 0.7681979 -0.4977698
0.7530668 -0.5203779 -0.2953983 -0.2735634
-0.2667259 0.5528202 0.7608533 -0.2105924
-0.2331263 0.5718441 0.7478189 -0.2437484
-0.2800427 0.5998681 0.7146909 -0.2257237
-0.3459741 0.6333504 0.63633 -0.2724943
-0.3363335 0.5568956 0.6890245 -0.3193623
-0.270041 0.5992773 0.7003897 -0.2782061
0.7409922 -0.1445583 0.6433797 -0.126869
-0.6563112 0.04988261 0.7523553 -0.02699487
-0.6641526 -0.09335322 0.7358739 0.09314579
-0.6029369 0.2642762 0.6962898 -0.286017
-0.5583357 0.3548509 0.6135163 -0.4312072
-0.1199285 0.7320434 -0.3605983 0.5654188
-0.2965354 0.9452283 -0.1330214 -0.0302564
-0.6172785 0.2341661 0.6885151 -0.3001339
0.729033 0.1783035 -0.6489794 -0.1246774
-0.3987885 0.6241366 -0.5176337 0.4283414
0.8595675 -0.2252537 -0.03221523 0.4575659
0.5971726 -0.4712302 0.5807683 0.2898882
0.7595208 -0.5422134 0.3065519 0.1875063
-0.5203199 0.5733571 -0.5392899 -0.3312023
-0.1066205 -0.4903627 0.7743453 -0.3854423
0.2407368 0.2506672 -0.5977598 0.7224229
0.7999634 -0.4153714 0.1194927 0.4162291
-0.05915272 0.1152485 -0.4823895 0.8663251
-0.5008553 0.8249937 -0.01086527 -0.2615555
0.4757761 -0.5027695 0.7049814 -0.1544705
0.551959 -0.3376431 0.6282024 0.4320878
0.6331999 0.4381583 -0.5304897 0.3544796
-0.4233602 0.5962425 -0.5183867 0.4433239
0.545039 0.2966981 0.7058337 0.3416159
0.8122842 0.5121309 0.08465918 0.2659869
-0.1524679 -0.6620839 0.234669 0.6952185
0.04522868 -0.6337161 0.1428954 0.7589065
0.3428804 0.5959969 -0.5324174 0.4937129
0.6605861 0.1418794 -0.03647224 0.7363192
-0.2278988 -0.3695326 0.7239328 -0.5361241
0.0695501 -0.3081851 0.6713765 -0.6704016
0.2431856 -0.61607 0.01897417 0.7489716
0.4818363 0.5512657 0.5588591 -0.3893794
0.6409886 0.06741805 -0.08128507 0.7602505
-0.5437995 0.5640193 -0.3456726 -0.5164055
0.5910945 0.5206299 0.5127743 -0.3414881
-0.04105056 0.08427992 0.7207808 0.6867944
0.09535812 -0.03144942 0.7033371 0.7037291
0.5088205 -0.324661 0.5510252 0.5762535
0.7755157 -0.6281779 0.0575706 0.02555976
0.357267 0.2459415 0.7930974 -0.4276324
0.7243636 -0.4933596 0.3301813 0.3505336
-0.4761644 -0.5539277 0.5785949 -0.3628488
0.1369554 -0.06568117 0.7413559 0.6536976
0.7692546 0.6380106 0.01926405 -0.02860984
-0.08452297 0.03544983 0.7276748 0.6797708
0.6671477 0.7298878 0.1318381 -0.06925534
0.594981 0.7994632 0.07582664 -0.03326425
-0.3883499 0.575547 0.643751 -0.3217365
0.6121349 0.3419386 0.2905592 0.65111
0.1331241 -0.648105 0.7437696 -0.09510293
0.7337078 -0.6332257 -0.1763613 -0.1720312
-0.03647952 0.03251738 0.7491876 0.6605527
0.117674 -0.05496082 0.7423757 0.657275
0.6776259 0.3153041 0.3244465 0.5797766
0.751748 -0.06206857 -0.1549118 0.6379848
0.1602721 0.168625 0.7163978 -0.6577632
-0.01719402 0.05012674 0.7309726 0.6803459
0.6611074 -0.2509367 -0.6186611 -0.3423833
0.6545375 -0.1442925 -0.2121541 0.7111616
-0.4031742 -0.4252789 0.6896445 -0.4254163
0.6080595 0.6526423 -0.4019579 0.206764
0.7451786 0.660536 0.08541994 -0.0332304
0.3387223 0.4043961 0.7136572 -0.4608951
-0.2144275 0.1799197 0.7026968 0.6541153
-0.6492668 0.6604517 -0.2252457 -0.3025236
0.2704355 0.3663242 -0.6294231 0.6296806
0.5235775 0.5152887 -0.5135605 0.4433958
0.4006527 -0.4302744 0.4864699 0.646288
0.2483776 -0.03082122 0.7627568 0.596289
0.03224183 0.0185309 0.7496072 -0.6608374
-0.2015893 -0.3360942 0.6881072 -0.6106642
-0.1129722 -0.6716983 0.7282633 0.07544014
0.6686214 0.4609014 0.4931769 0.311916
-0.6304488 0.1146972 0.7549738 -0.1392602
0.54794 0.5878085 -0.5753649 -0.1523089
0.0732986 -0.6230178 0.1073859 0.7713264
-0.639758 0.1003912 0.7540781 -0.1095332
-0.2770631 0.6977853 -0.3942403 0.530006
0.5555649 -0.4826911 0.5994408 -0.3146866
0.4326227 -0.5076162 -0.2374755 0.7062356
0.04819043 0.9936312 -0.09641783 0.03283508
0.2350038 -0.6289011 0.001642189 0.7411167
-0.0002442467 0.1192623 -0.6865327 0.7172511
0.5202776 0.569136 0.5279739 -0.3558635
-0.3944573 0.2767346 0.5881451 0.6495434
0.5510837 0.7341208 0.3052823 -0.2533298
-0.4362819 0.4039729 0.4956805 0.6330599
0.710907 0.591285 0.3114503 -0.2190702
0.1585152 0.6657819 0.7172951 0.1307482
-0.3903403 0.7027908 0.00772392 -0.5946929
-0.3461917 0.9353802 0.05802458 0.04299049
0.5021038 -0.4921664 0.6237057 -0.341548
0.7056069 0.04639176 -0.5921295 -0.3864574
0.5935573 0.5561988 0.5030526 0.2920113
0.08159805 -0.07674304 0.4516073 0.8851571
0.6923308 -0.2070915 -0.6208745 0.3038189
-0.2231362 0.7064372 -0.3347858 0.5823016
0.6480538 -0.2685104 0.7002934 -0.132354
0.7448227 0.2423814 -0.5965757 -0.1748933
-0.046522 -0.6118131 0.07991661 0.7855785
0.6377122 -0.2969514 0.6830092 -0.1965737
-0.1551688 0.745456 -0.2783596 0.5854347
0.4525929 0.5295867 0.4703262 0.5417478
0.6655867 -0.2474516 0.6827418 -0.1721206
0.7665685 0.1278808 -0.6159611 -0.128884
0.06772279 -0.6333872 -0.104401 0.7637634
0.5645004 0.1943513 0.7498395 0.2851446
0.704162 0.09392703 0.7001396 0.07167948
0.6553245 -0.3345778 0.61247 -0.2889431
0.5172996 0.4425822 0.5614585 0.4704107
0.6475459 -0.3791092 0.5976099 -0.2825294
0.773855 0.1023953 -0.5971977 -0.1844411
0.02705281 -0.6562287 -0.07696597 0.7501387
0.6510486 0.2942448 -0.6491336 -0.2611157
0.7175533 0.0627297 0.6892808 0.07793605
-0.6194748 0.2463582 0.6692696 -0.3280804
-0.440333 0.6019883 -0.4944869 0.4463177
0.09213496 0.994298 -0.01312325 0.05205986
0.6588976 0.2354606 0.6389852 0.3195468
-0.6168238 0.2564222 0.6796368 -0.3031003
-0.1329042 0.9896372 -0.05311288 0.01155899
0.7441487 0.007679756 0.664524 0.06775951
-0.6346419 0.194177 0.7140718 -0.2227699
0.6016638 0.4713345 -0.5403371 -0.3519664
0.3912214 -0.5607576 -0.3060683 0.662434
0.4101247 -0.5537044 -0.3620512 0.6277962
-0.440573 0.5500891 -0.45505 0.5442671
0.2008218 0.7139168 -0.2877815 -0.6059498
0.3352567 0.6788508 -0.3654729 -0.541474
0.5612169 0.5164642 -0.497853 -0.412847
-0.340565 0.9392206 -0.04158108 0.0122904
0.5698175 0.5074913 -0.5120579 -0.3944075
0.5666051 0.4950176 -0.4823328 -0.4486328
0.6817228 -0.1589381 0.7105787 -0.07120708
0.7032824 -0.2162528 0.6586893 -0.157343
0.6613612 -0.09201717 0.7433867 0.03886247
0.6707189 -0.1553728 0.7232772 -0.05352986
0.5327553 0.2574512 0.7685816 0.243255
0.7215708 -0.2037833 0.6324705 -0.1943938
-0.08721495 -0.0333992 0.7354029 0.6711636
0.725084 -0.04549223 -0.6869347 -0.01744441
-0.6383154 0.1835636 0.7225339 -0.1918395
-0.2182655 -0.6808911 0.1567002 0.6813167
0.481816 0.4758872 0.4860664 0.5523804
0.7600788 -0.1051752 0.6379431 -0.0651686
-0.6443716 -0.1572003 0.7361853 0.1345527
-0.4144818 0.5678804 -0.4953266 0.5102628
0.700407 0.2510192 -0.5948272 -0.3043021
0.5009478 -0.4390536 -0.431501 0.6083502
0.6883088 0.1857332 0.6648235 0.2230333
0.6955189 0.1961489 -0.6453041 -0.2477125
0.362928 -0.5710169 -0.3292404 0.6586529
0.6680449 0.4028398 -0.5287803 -0.3344061
0.5867788 -0.4524627 0.5619226 -0.3677106
0.5320343 0.3271493 0.6542822 0.4264123
-0.08539524 -0.6937929 0.004261383 0.715081
0.5780607 -0.3418176 -0.5656083 0.4786375
0.1387501 0.7729073 0.08898813 0.6127347
-0.3274412 -0.5650356 0.2774091 0.7046708
0.3992861 0.5854771 0.4942083 0.5035328
0.566355 -0.5375012 0.5594454 0.2781282
-0.4515189 0.6605195 -0.5965222 0.06329248
-0.600212 0.1845624 0.7401249 -0.2406184
0.7320359 -0.2025974 0.6181523 -0.2023993
0.5411118 0.2437509 -0.4981322 0.6321769
0.7351308 -0.05027923 0.671476 -0.07857865
0.7551497 0.001472248 -0.6536655 -0.04967943
0.6505558 0.02823056 0.752266 0.1003787
-0.6340446 0.09594722 0.7642761 -0.06829089
0.5395284 0.2320464 -0.222696 0.7781194
0.6812969 0.06539169 -0.08526735 0.7240772
-0.03489467 -0.01333367 -0.6651891 0.7457398
0.7073572 -0.5914391 0.279193 -0.268136
-0.4685329 0.7329466 -0.4922726 -0.0305595
-0.3764479 0.8227417 -0.4081585 -0.1216125
-0.2421913 0.8643572 -0.3785878 -0.2256131
0.3477055 0.2707966 -0.1331958 0.8877099
0.3421432 0.5802487 0.07878023 0.7348762
0.2781659 0.7007642 -0.3711053 -0.5420646
0.4618163 0.8850656 -0.05243456 0.02520026
0.7069783 -0.01334346 -0.6081619 -0.3607529
0.5885485 0.8084049 0.001520606 0.009476165
-0.002498712 0.01435976 0.4555539 0.8900889
0.1321581 0.7793981 -0.5573554 -0.2538262
0.500245 0.6434386 -0.3695266 0.446309
0.4469828 -0.4824757 0.4204255 0.6250328
0.5197226 -0.5362344 0.318646 0.5837857
-0.54944 0.5781941 -0.2325873 -0.5565163
-0.5735168 0.6462101 -0.153928 -0.4793716
-0.6550984 0.6855108 -0.05529983 -0.3128305
-0.6912938 0.7154969 0.0008413119 -0.1008783
-0.6899359 0.7205358 0.03054963 -0.06231671
0.7394624 -0.5500187 0.04289924 0.3857907
-0.03052279 -0.3869666 0.7214701 -0.5734162
-0.04246685 -0.3529459 0.7252028 -0.5896666
-0.3424809 0.9390498 -0.0117404 -0.02746511
0.05392045 -0.5169808 0.1986728 0.8308746
-0.2903789 -0.5889144 0.4546293 0.6018073
-0.07477567 -0.3006346 0.3965339 0.8641691
0.3290499 0.8473222 0.0505614 0.4137808
0.4214682 0.8863119 0.1076019 0.1588623
0.2783277 0.6959783 0.1025633 0.6539332
0.5219436 0.5349299 0.3201236 0.5821905
0.1854069 0.7442262 -0.01058465 0.6415915
0.4521623 0.5604768 0.2629322 0.6420916
0.3104038 0.422278 -0.03469548 0.8509564
-0.1045411 -0.05773648 0.7577696 0.6415004
-0.04107139 -0.1708576 0.7731997 0.6093298
0.5275541 0.6309867 -0.5305179 -0.2051656
0.5062379 -0.4631072 -0.3435844 0.6412523
0.01373364 -0.6925361 0.1260565 0.7101513
0.04125952 0.7534228 -0.1934188 0.6270891
0.2215335 0.6760036 0.1962462 0.6748551
0.4071371 0.5505242 0.3789731 0.6225285
-0.1132762 0.7371275 -0.3801188 0.5471025
-0.1136535 0.735431 -0.3644864 0.5597981
-0.1855633 0.7217277 0.05806932 -0.6643065
0.7131649 0.222386 -0.6096317 -0.2651217
0.6771337 0.009863559 0.732933 0.06482035
0.4786694 -0.4996817 0.6276837 -0.3566607
-0.3353455 0.664181 0.2244186 -0.6293195
0.4047052 -0.5508614 -0.2342117 0.6913105
-0.2569849 0.721082 -0.4643829 0.4453627
0.608449 -0.3279953 0.6999377 -0.1797111
0.7438343 0.02255719 -0.5210903 0.4179313
0.163395 0.7547584 -0.0623741 0.6322588
0.1711588 0.7492961 -0.03122458 0.6389717
-0.2549559 -0.1428276 0.8169717 0.497147
0.02357293 0.748841 -0.2469641 0.6145651
0.02602759 0.7552611 -0.2202802 0.6167493
0.03584586 -0.7000067 0.131353 0.7010364
0.2500206 0.6898464 0.1377552 0.6653007
0.2918439 0.9556534 -0.02333894 0.03176593
0.2974452 0.6511773 -0.3788965 -0.586457
0.5567829 0.8021891 0.1368079 0.16664
0.3543773 0.5916146 -0.4790793 -0.5430394
0.8066844 0.5566589 0.1877702 0.06429152
-0.307206 0.6879784 0.2933044 -0.5884577
0.3791789 -0.6122604 -0.2915711 0.6295608
0.4836714 -0.5055261 -0.3575088 0.6186215
0.3855881 -0.5139804 0.7296534 -0.2339909
-0.01316472 0.08633756 -0.423467 0.9016918
-0.2898217 0.6453068 -0.4343485 0.5576054
0.5664236 -0.3983098 -0.3289367 0.6421168
0.4590681 -0.4978074 0.6511199 -0.3427637
0.7153979 0.1401975 -0.6675308 -0.1515024
0.7500787 0.1394427 -0.6175831 -0.1911248
0.5912641 0.221278 0.7165831 0.2965662
0.5986835 0.2686205 0.6289945 0.4168776
0.5608388 0.3364451 0.6189054 0.4349949
0.5342177 0.3639587 0.6177793 0.4477656
0.4199299 0.4476688 0.6359306 0.4678073
-0.3865153 -0.5263103 0.5270075 0.543936
0.4300038 0.4903586 0.3821115 0.654703
0.3620426 0.6131441 0.4034452 0.5746402
-0.3244655 -0.2646231 0.8076904 0.4151298
-0.1908305 -0.5900998 0.1957117 0.7596464
-0.1230209 0.7437526 -0.1863887 0.6300452
0.3586735 -0.5783905 -0.280432 0.6768867
0.7365574 -0.03863714 -0.6749486 0.02085097
0.5512615 0.257739 0.7229301 0.3271902
0.5143582 0.3872173 0.6220421 0.4456029
-0.4271236 0.5244824 -0.4617117 0.5738516
0.6713992 -0.2409069 -0.6583545 0.2403255
0.4557115 0.5537749 0.3724875 0.5889934
0.6768225 -0.2153008 -0.6529807 0.2630073
0.6713669 -0.04803656 0.7323844 0.1028196
-0.1806907 -0.6392325 0.2817835 0.6923372
0.9910411 0.05440867 0.02526839 0.1193257
0.4918082 0.557439 0.4412295 0.5026955
0.439363 0.5569272 0.5885607 0.3877994
0.7138112 -0.1239692 -0.678647 -0.1205965
-0.6895782 0.07330038 0.7203187 0.01580739
0.6867814 0.05862135 0.7221063 -0.05879758
-0.4067912 -0.5632184 0.4051928 0.5942428
0.9355243 -0.2402071 -0.02628672 -0.2576891
0.9871219 -0.05169921 0.01183823 0.1509212
0.09071281 0.9724495 -0.2088574 -0.04991427
0.6177176 0.3927611 -0.5389673 -0.4167469
0.851508 -0.5236533 -0.02414829 -0.01175685
0.2051805 0.8052736 0.07153508 0.5516502
-0.08612403 0.667852 -0.2137967 0.7077057
-0.06851 -0.5520341 0.2095917 0.8041369
0.1837703 0.830469 0.03602395 0.5246447
-0.04264881 -0.6376252 0.1717711 0.7497397
-0.1398499 -0.6158012 0.2437504 0.736082
-0.136258 -0.6603048 0.2780098 0.6842089
0.001177934 -0.6583817 0.1662598 0.7340912
-0.1807577 0.7168563 0.1169938 -0.6631409
0.09068844 -0.4635751 -0.1916234 0.8603221
-0.3998625 0.4829625 -0.4005356 0.6681529
-0.4638265 0.5844986 0.420984 -0.5157507
-0.1830571 0.4208872 -0.2007048 0.8654835
0.315702 -0.6368033 -0.2435875 0.6599082
-0.323402 0.6697516 0.2435156 -0.6225302
0.03115785 -0.08494168 -0.6266283 0.7740484
0.5100293 0.4768139 0.5069209 0.5055193
-0.259189 0.6539379 -0.3004907 0.6441208
0.7782606 -0.6213892 0.01218822 -0.08965126
0.03730286 -0.07308764 0.7526069 -0.6533371
-0.2547004 0.7591615 0.2051026 -0.5627915
0.5433608 0.46618 -0.4728844 -0.5136296
0.08805156 -0.06974494 0.2815746 0.9529418
0.06412527 0.7632684 -0.08263795 0.637558
-0.1137463 0.9912465 -0.053553 -0.04030049
-0.08355477 0.7212805 -0.2102888 0.6546386
0.5774409 -0.5124037 -0.4643986 0.4339796
0.6232945 0.3290837 -0.3834605 -0.5967963
0.6984581 0.07926726 0.690767 0.1694513
0.4710783 0.4243997 0.7451392 0.2067308
0.7277082 -0.6846705 0.01309322 -0.03867454
-0.6046261 -0.2876725 0.643306 0.3712534
0.3418079 0.638282 0.3898974 0.5689845
-0.07883354 -0.0494874 0.7621354 -0.6406917
-0.6779136 -0.1218595 0.7116548 0.1383143
-0.07762679 -0.06764562 0.8707903 -0.4807518
-0.001375405 0.0316079 0.6586318 0.7518
0.7236634 -0.08829701 -0.6833059 0.04009881
0.6928701 -0.2699043 -0.6116148 0.2702037
-0.2514195 0.964669 -0.05421553 -0.05711782
-0.6902483 -0.09278869 0.6915922 0.1914357
0.8177234 0.5660036 0.07218733 -0.07587804
0.9899299 -0.1057142 0.08886859 0.03107199
0.01774658 0.1062877 -0.3560054 0.92825
0.02163291 0.07572177 0.2234772 0.9715225
0.001741017 -0.5679343 0.1306145 0.8126422
-0.3906274 0.7106743 -0.3967665 0.4300333
0.7134478 0.2030811 -0.6041198 -0.2911861
-0.1382184 0.002982299 0.9873042 0.07821272
