RBuffer (Rotation Quaternions):
0.5626023 0.8159688 0.05723763 0.1199896
-0.1708927 -0.001577724 0.6043313 0.7781882
-0.1552321 -0.03932606 0.5615504 0.811799
-0.13635 -0.05390826 0.529162 0.8357571
-0.03604262 -0.009934863 0.4719839 0.880814
0.2889749 0.633468 0.3350463 0.6347878
0.1146229 -0.002926992 0.3156415 0.9419254
-0.02665229 -0.2744575 0.3328128 0.9017751
0.2158987 0.4699912 0.3517852 0.7802199
0.03776582 -0.04381049 0.6605297 0.7485686
0.4375481 0.6022891 -0.4404164 -0.5018293
0.2407047 0.459862 0.2910561 0.8036631
0.303713 0.8100416 -0.2572572 -0.4305922
0.2460176 0.9633449 -0.06392016 -0.08576681
-0.0156092 -0.1266023 0.5145043 0.8479466
0.3457621 0.5474793 0.347796 0.6780508
0.3354791 0.6842285 -0.3556052 -0.5411378
0.6004905 0.4131038 -0.5777367 -0.3673916
0.6015046 0.4741106 -0.5056131 -0.3971986
0.5641236 0.506816 -0.4837224 -0.4369378
0.211941 0.4546118 0.3848419 0.774794
-0.1391342 -0.125027 0.7055936 0.6834819
0.4083056 0.5282857 0.4742092 0.5738694
0.3455844 0.5024577 0.4412628 0.6583272
0.484147 0.6348062 -0.4110435 -0.4400751
0.5122068 0.5838204 -0.4644207 -0.4255715
0.3922066 0.4986024 0.5904685 0.4989154
0.5935484 0.6056239 -0.4301845 -0.3096148
0.074124 -0.239247 0.7221888 0.6447555
0.580656 0.4429356 -0.5705771 -0.3756173
0.5156844 0.5262186 -0.5233837 -0.4280573
-0.07882944 -0.1503574 0.7303176 0.6616756
-0.0247499 -0.1395906 0.7769615 0.6133782
0.6965799 0.6648842 -0.1022341 0.2495067
0.05353752 -0.1875326 0.69994 0.6870583
-0.1367495 0.0421192 0.6681265 0.7301592
-0.1312508 0.05720499 0.6654871 0.7325487
0.6980368 0.6822604 0.03327205 0.2148445
0.7044464 0.6999008 0.08592809 0.08068603
0.5820399 0.4811336 -0.5298558 -0.3859957
0.5306861 0.5653442 -0.4478928 -0.4451407
0.4030259 0.7004008 -0.3273934 -0.4897165
-0.08469623 -0.09983808 0.6897044 0.7121563
-0.529958 0.8185521 -0.1961275 0.103204
-0.4007339 0.8853779 -0.1982579 0.1273267
-0.2287284 0.9477343 -0.1743795 0.1381115
-0.0002122812 0.9856982 -0.09041063 0.1422139
0.2040085 0.9687682 -0.03612465 0.1362478
0.2979063 0.9434796 -0.02736458 0.1426512
0.3479607 0.9196262 0.04143338 0.1774658
0.5787522 0.7991242 0.04820303 0.1553148
-0.4667 0.8375319 -0.1957397 0.2059548
-0.3809702 0.8771684 -0.2000429 0.2131196
-0.1885513 0.9466004 -0.1809514 0.1888188
0.06315732 0.9719463 -0.11127 0.1973586
0.2565129 0.9466424 -0.03525773 0.1919017
0.2510807 0.9506082 -0.1108051 0.1449987
0.1370777 0.9507112 -0.2247445 -0.1638525
0.1568618 0.980942 -0.1125902 0.02168932
0.1270919 0.9387614 -0.2062922 -0.2449861
0.2308649 0.8106337 -0.2773106 -0.4611652
-0.08770473 -0.299099 0.373992 0.8734859
0.3437864 0.6491842 -0.3693481 -0.5691684
0.9855349 0.1216128 0.1134826 -0.03245014
0.8878987 -0.4462439 0.1118125 0.0004326708
-0.241585 0.9615847 0.002723079 0.1303227
-0.03494821 0.02822263 0.9552646 -0.2923211
-0.06234496 -0.02118099 0.915809 0.3961796
-0.4306789 0.5563309 -0.4891444 0.5155087
-0.05268183 -0.01458205 0.9475836 0.3147973
-0.03462354 -0.1211778 0.05972389 0.9902273
0.9916937 -0.08405876 0.08199157 -0.05248874
0.8040417 0.5637914 0.1888196 -0.001759089
0.580669 0.8077986 0.04398493 0.09137974
-0.3428279 0.9369726 -0.007838456 0.06700522
-0.2956958 -0.03031624 0.9321269 0.2068433
0.9497134 -0.2639681 0.1662952 -0.02666632
0.8852369 0.350325 0.3059716 0.003055813
-0.2170719 0.007328347 0.9759684 -0.01764915
-0.2212583 -0.1048393 0.7070313 0.6634456
-0.3080609 -0.1129981 0.8306354 0.4498609
0.6958554 0.7040504 0.04168132 0.1355019
0.683249 0.7049548 -0.03593913 0.1868633
0.6608821 0.7292582 -0.03220429 0.1742989
-0.01933239 -0.1288379 0.6472227 0.7510858
-0.06810723 -0.07934556 0.6480889 0.7543516
0.6507037 0.745728 0.1357171 -0.04533573
0.4719091 0.529617 0.6212956 0.3328654
0.6011407 0.4130743 -0.4500927 -0.5151854
-0.5334197 -0.4953494 0.4049352 0.5532808
0.397507 0.5477657 0.4941627 0.5456592
0.6112624 0.3539266 -0.4992116 -0.5018784
0.4753885 0.5016358 0.6299495 0.3543033
0.5823336 0.3907382 -0.4995685 -0.508569
0.5751444 0.4057772 -0.486619 -0.5174513
0.5755593 0.4597279 -0.4072375 -0.5399439
0.3792657 0.5326995 0.5797296 0.4861094
0.5117537 -0.562824 -0.2792302 0.5859758
0.6212821 -0.4969464 -0.1722465 0.5808476
0.07188559 -0.5479187 0.728969 -0.404007
0.2458947 -0.571133 0.5962909 -0.5077203
0.4946586 -0.5300038 -0.3930091 0.5656437
0.7358608 -0.3818727 -0.07756555 0.5537739
0.6946953 -0.3801112 -0.2487423 0.5577105
0.6053708 -0.4998476 -0.3840101 0.4860194
-0.120933 -0.00199514 0.9533976 -0.2764131
0.9584247 -0.2462231 0.1336066 0.05427157
-0.1340016 0.01426344 0.960538 -0.2433246
0.5061835 -0.557621 0.5793342 -0.3117835
0.5275638 -0.5101123 0.5169515 -0.4407074
0.4243756 -0.525584 -0.4121968 0.6113595
-0.329051 0.5963586 0.553913 -0.4788133
-0.3728486 0.6192451 0.3702078 -0.5834943
-0.3510812 0.6926713 -0.2864823 0.5611384
0.5187116 -0.4373347 -0.4285711 0.5966603
0.5740652 -0.4128785 -0.5287895 0.4694273
-0.3621899 0.6104728 -0.3422669 0.6156256
-0.425919 0.5644696 0.463869 -0.5336596
-0.357842 0.6334984 -0.3071559 0.6134199
0.4031717 -0.5809042 -0.3957641 0.585981
-0.3690495 0.6494466 -0.2798472 0.6030812
-0.401857 0.6009597 -0.3904455 0.5700094
0.4821804 0.6520831 -0.5848265 0.0163577
0.4901086 -0.1557404 0.5984215 0.6143535
0.5412629 0.6126067 -0.4153589 0.3990292
0.5422394 0.5973192 -0.4093973 0.4261221
0.5619872 0.05910111 0.6015624 0.5646237
0.584216 0.3382274 0.6033131 0.4246259
0.3792811 -0.4540248 0.5267419 0.6103689
0.5629432 0.6520232 -0.3036849 0.4071071
0.319051 -0.3951799 0.5874971 0.6299892
0.3652797 -0.3059877 0.6251001 0.6182169
0.6137776 0.2501144 0.5565284 0.500995
0.3375223 0.5553213 0.379385 0.6586075
0.5134299 0.758929 -0.1870775 0.3541446
-0.6177937 -0.2234146 0.6572031 0.3694603
0.9077101 0.3574634 0.09477714 -0.1982408
0.7270745 0.565354 -0.1816215 0.3446027
0.6012223 0.3117443 0.4959141 0.5435223
0.6174769 0.7600892 -0.141919 0.1443792
0.2316137 -0.3397812 0.5914289 0.693625
0.5775105 0.7880782 -0.1202936 0.1759077
0.1328518 -0.2675285 0.539253 0.7873912
0.0638197 0.0143549 0.8906501 0.4499592
0.6154055 0.3153167 0.6296735 0.354066
0.6966994 0.7130452 -0.05639976 0.05473052
0.7043898 0.7089493 0.02245562 -0.02686231
-0.0296518 0.003784872 0.7046851 0.7088902
0.05270648 -0.08847695 0.6226167 0.7757204
0.01352795 -0.1124701 0.5297375 0.8405626
0.3625259 0.4917924 0.3760311 0.696646
0.4401698 0.4768049 0.5033759 0.5705438
0.4525926 0.4751927 0.516279 0.5502798
0.6421097 -0.4126844 -0.4550941 0.4585586
0.5636116 -0.2999776 0.5408113 -0.5476115
-0.2844608 0.5998301 0.7477929 0.009566287
0.7487631 -0.1014674 -0.1422835 0.6393853
0.3057795 -0.5418988 0.7249559 -0.2954375
0.1268065 0.5956074 0.7493317 0.2601422
0.738708 0.2950764 -0.1306318 -0.5917565
0.7105957 0.2063151 0.2576545 0.6213709
-0.2357885 -0.6597776 0.691874 0.1743782
0.7597451 0.00771551 0.02100419 0.6498358
-0.01815776 -0.647173 0.7619987 0.01397456
-0.3671054 0.5952569 0.7100138 -0.0823608
0.3000815 0.4243887 0.6879856 -0.506479
0.1310639 0.291886 0.7455419 -0.5846298
0.7559094 -0.5493502 -0.1746533 -0.3103408
0.7529666 0.1823176 0.01323099 -0.6321602
-0.1551673 0.6208631 0.760845 0.1075498
0.4326446 0.499034 0.5861271 0.469296
0.6102414 0.4884296 -0.4148308 -0.4657866
0.5405986 0.4247464 0.4840185 0.5413591
0.7513558 0.08759616 0.1417882 0.638504
-0.1002176 -0.6743001 0.7282016 0.07069799
0.2975399 0.5491115 0.6856551 0.3739299
0.6832057 0.411982 -0.2840928 -0.531782
-0.05484048 0.7183595 0.6918765 0.04752792
0.4808034 0.56045 -0.5074839 0.4440539
0.6912785 -0.2666754 -0.3297475 0.5850511
0.499242 -0.4491943 0.5699998 -0.4733731
-0.2159373 0.6948063 0.676329 -0.114866
0.1688913 0.2341511 0.7323871 -0.6166506
0.1544486 0.1972094 0.7382928 -0.6262411
0.0492564 -0.09840367 0.6687495 0.7352989
-0.3646876 -0.439084 0.6195529 -0.5388527
0.6980605 -0.6307182 0.1712996 0.2925104
-0.674458 -0.0295458 -0.07167411 0.7342317
0.5957497 0.7661334 0.2026977 -0.13052
0.6115127 -0.002412654 0.02040742 0.7909676
0.6480383 -0.5048195 -0.3630014 -0.4398106
0.1221662 0.2150673 0.763225 -0.5969161
0.7354322 -0.6738443 -0.05530268 0.04488734
0.649721 -0.1053747 -0.1290703 0.7416869
0.5252584 0.6861069 -0.3599282 0.3518701
0.1970947 0.265523 0.7318932 -0.595805
0.005826113 0.7140109 0.6701596 0.2025847
0.5183138 -0.4394554 0.5735934 -0.4574061
0.02395435 0.6210794 0.7831276 0.01994039
0.6374876 0.3683527 -0.402097 -0.5442827
0.5469481 0.5002282 -0.5303614 0.4115049
0.3152883 -0.5813622 0.6959707 -0.279707
0.3667072 0.400038 0.6761731 -0.4982825
0.7420865 -0.5916146 -0.2022005 -0.2416911
0.739907 -0.6243328 -0.1549572 -0.19681
0.5047603 0.4828749 0.5624924 0.4423245
0.5960473 0.40929 0.4611448 0.5143487
0.4042971 -0.3076267 0.6498417 0.5653453
-0.4267397 -0.4041069 0.6342979 -0.5022517
0.7104079 0.2707633 -0.2749227 -0.588579
0.6524912 -0.07102676 -0.1036286 0.7473095
0.4509488 -0.4395628 0.478237 0.612143
0.5015057 -0.4628172 0.4316083 0.5899206
0.6297133 -0.2090601 -0.1906193 0.7234771
-0.4601621 0.5571773 -0.5064664 0.470421
0.5998328 -0.2847466 0.5415508 -0.5155992
0.4116363 -0.4028684 0.535552 0.6176056
0.3339472 -0.3887772 0.5786782 0.6343997
0.2665003 -0.3364731 0.6102424 0.6658584
0.5556818 0.3862808 0.3947589 0.621426
-0.5162356 -0.5190415 0.5494649 0.402722
0.5542379 0.4368773 -0.5244691 -0.4763303
0.7943054 0.6020266 0.05726467 -0.05799648
0.6110812 -0.2738332 -0.5825783 0.4606492
-0.588886 0.3718341 0.5924004 -0.4049869
0.8312545 0.331205 0.173613 -0.411312
0.3551767 0.667596 -0.3094724 -0.5765343
0.4692337 0.4269922 0.4302791 0.6421504
0.06217891 0.7230472 -0.6873706 -0.02929411
0.2058337 0.7256821 -0.6006056 -0.2651242
-0.03351247 0.7257223 -0.6820008 0.08413647
0.3198423 -0.5892074 0.6735645 -0.3112014
0.4788506 -0.4460509 0.640485 -0.4018949
0.5535673 0.7445222 -0.1874477 0.3226659
-0.1224165 0.7311606 -0.6526576 0.1563858
0.4265486 -0.478625 0.675975 -0.3633622
0.1447825 0.723612 -0.6590696 -0.1450899
-0.2593919 0.7091337 -0.5943248 0.276809
0.4116337 0.4783585 0.4578668 0.6261699
0.6549665 0.1835877 0.3402928 0.649242
0.6871759 -0.1124062 -0.02453634 0.7173228
0.5361646 -0.4692744 -0.4373329 0.5486791
0.6556016 -0.3154256 -0.2383673 0.6433304
0.6785408 0.0489777 0.169413 0.7130798
-0.3523132 0.6100014 -0.5797575 0.4094568
0.2432637 0.7531396 -0.6002399 -0.1153932
-0.1966954 0.6849743 -0.6491123 0.2660344
0.05338566 0.775367 -0.6285852 0.02892161
0.5813107 0.3819371 0.5217966 0.4938928
0.6267501 0.3599327 -0.4798636 -0.4973566
0.4000974 0.6459724 -0.6055818 -0.2364579
0.5467049 0.8372982 0.006165069 -0.002702121
0.2693737 -0.3812533 0.5405862 0.699893
0.472349 0.653371 -0.3388663 0.4849354
0.01845532 0.8082791 -0.5872976 -0.03775727
-0.05905164 0.8015974 -0.5902868 0.07426965
0.5756428 -0.1731623 -0.1154906 0.7907667
0.565943 -0.262131 -0.1951174 0.7569181
0.5649619 -0.394501 -0.3225874 0.6489409
0.591224 -0.4429919 -0.3646194 0.5668025
0.5511529 -0.4759192 -0.4477472 0.5188968
0.5126102 -0.4870715 -0.4884354 0.5112953
0.5367476 0.8432937 0.01647371 0.02204744
0.5227807 0.7467289 -0.1982483 0.3602691
0.494803 0.8445911 -0.06697112 0.1932633
0.01915777 -0.09550689 0.5030521 0.858749
0.5512897 -0.4917643 0.5652474 -0.3670737
0.4097986 -0.5762155 -0.4066399 0.5785195
-0.3520376 0.6132621 0.3637567 -0.6063497
0.4780558 -0.5209919 -0.4602428 0.5368488
-0.3365642 0.6373028 -0.2913058 0.6290553
0.6305382 0.3200492 -0.4708761 -0.527509
0.4860163 0.5393806 0.5162315 -0.4542707
-0.2101696 0.1348202 0.6801233 0.6892636
0.7016203 0.6608365 -0.2118114 0.1617401
0.6926352 0.6030321 -0.3242505 0.2268705
0.5306855 -0.3843618 0.5825633 0.4808938
0.08070803 -0.6083903 0.7839031 -0.09403831
0.6773242 -0.3444479 -0.3129473 0.569782
0.395708 0.5033469 0.5456653 -0.5406538
0.7053555 0.7080842 0.02552149 -0.02094734
-0.4068867 0.3322845 0.5869287 0.6160721
-0.4963814 0.4758806 0.4625638 0.559623
-0.2910486 0.2392518 0.6234657 0.6850837
0.2179452 -0.1533747 0.7268052 0.6330326
0.3730094 -0.3313514 0.6140797 0.6115361
0.5024867 -0.4730792 0.5240299 0.499095
0.100545 -0.6798934 0.7206124 -0.09139559
-0.4867366 0.5942597 0.3414714 0.5416088
-0.02497135 0.02160022 0.6868124 0.7260844
0.5449586 0.590803 0.4256784 -0.4156557
-0.4657578 0.6613749 -0.4187357 0.4126903
0.6341979 -0.254009 -0.5542463 0.4754823
0.6449374 -0.2154298 -0.5633498 0.4693428
0.3788353 0.04743781 0.02116274 0.9240052
0.3647944 0.06874713 -0.006006981 0.9285272
-0.01356561 0.06567042 -0.1570499 0.9853114
-0.2251156 0.9670101 0.0329833 -0.1145701
-0.1341898 0.8739265 -0.4628938 0.06304602
-0.174781 0.8290653 -0.5297769 0.03793031
-0.1191858 0.6533789 -0.2435161 0.7068172
0.5478624 -0.5346869 0.2878077 0.5754333
-0.005589845 0.6433312 -0.2444962 0.725476
-0.4818271 0.3409561 0.4806957 0.6484776
-0.3054346 -0.007318385 0.9478067 0.09120673
-0.1087175 0.9862949 -0.09501243 0.07984629
-0.07161797 0.8218614 0.5428795 0.1571506
-0.665147 -0.03166779 0.7459024 0.01435375
0.08168193 0.3577437 -0.5273284 0.7663369
-0.1911414 0.9086605 -0.3711762 0.00541938
-0.2274432 0.9714798 0.008811685 -0.06647544
-0.08495528 0.9951953 0.009172906 -0.04779837
-0.2603404 0.3295562 0.9044708 -0.07448584
0.6024212 -0.5808893 -0.3256796 -0.4399877
-0.14884 0.9864209 0.02804723 -0.06351379
-4.143686E-05 0.6701038 -0.07923423 0.7380263
-0.1739083 0.9021493 -0.3900917 0.06091769
-0.2371509 0.8189757 -0.5208611 0.04173443
-0.5178971 -0.3766918 0.6326717 -0.4354447
-0.08756144 0.6073009 -0.2776163 0.7392209
-0.04116333 0.6570969 -0.09645066 0.7464761
-0.2049284 0.5447496 0.8125473 -0.03192091
-0.1162494 -0.004410672 0.9906037 -0.07190891
-0.3238868 -0.0294378 0.9456359 -0.001840158
-0.3201007 0.7386423 -0.5862852 0.09062295
0.8670675 -0.1151469 0.06393389 0.4804659
-0.0496153 0.5165317 -0.4073819 0.7515139
0.01050858 0.6972847 -0.1716894 0.6958493
-0.2092434 0.6162835 0.7584979 -0.03305701
-0.549193 0.7380214 0.03165618 0.3907803
-0.1483246 -0.006526929 0.9844914 -0.09345435
0.9414952 -0.1422774 0.2944631 0.08145764
0.6009568 -0.5583681 -0.1989725 0.5361771
0.5780065 -0.5713971 -0.2147965 0.5415498
-0.564205 0.6034721 0.2532138 0.5033654
-0.250554 -0.5947775 -0.4525246 0.615373
0.03855824 -0.5140985 0.8498384 0.1095015
0.01951733 -0.5190436 0.8540041 0.02982699
-0.1004491 -0.4741783 0.8733298 -0.0485795
0.2861989 0.7547726 0.3709176 -0.4591607
0.877879 -0.3076946 0.2769933 0.2406808
0.04038223 0.7699143 -0.5502414 0.3206799
-0.1707514 -0.3073986 -0.5944669 0.7231591
0.7520496 -0.4699717 0.3433504 0.3092868
0.1233284 0.7951293 -0.4745977 0.3568142
-0.5430337 -0.2430337 0.683144 -0.423513
0.07830653 0.7809366 -0.5452977 0.2943744
-0.1031969 -0.4803975 -0.4947748 0.7167751
0.09405 -0.495555 0.8484947 -0.1601144
-0.1679332 -0.5332192 -0.4772206 0.6780385
-0.1895611 -0.3286185 0.4111858 0.8288563
-0.6066075 0.6403132 0.2435222 0.4033897
0.1185684 0.1769892 0.6953263 -0.6863946
0.441884 -0.4837594 0.5432419 -0.5249794
0.5872725 -0.4267352 -0.4742016 -0.4981374
0.6546119 0.6553872 0.3018471 -0.2254752
0.7178389 0.6689773 -0.1684026 0.09389947
0.417627 -0.3246743 0.6386716 0.5588137
0.5766219 0.4880021 -0.5259317 0.3908414
0.06933599 -0.6150581 0.7769948 -0.1147828
0.6660929 -0.5062345 -0.3548809 -0.4172606
-0.01307137 0.03655229 0.7213467 0.6914852
0.5149867 0.4831018 0.5530401 -0.4422081
0.6787863 -0.5998151 -0.2426359 -0.3472735
-0.08848795 -0.142869 -0.6531617 0.7383347
0.5384861 -0.4919609 -0.4731091 0.4941405
-0.2555777 -0.3515317 -0.5337241 0.7254268
0.5379452 -0.4927374 -0.2909584 0.6190056
-0.07179112 -0.09262703 -0.5856318 0.8020608
0.5105439 0.558697 -0.4527912 0.4713623
0.2822144 -0.3055861 0.6002107 0.6831686
0.6145809 0.6686674 -0.2946316 0.2972647
-0.3339795 -0.3744649 -0.4798958 0.719676
-0.1279843 -0.1141971 -0.4537835 0.8744481
0.4404501 -0.5424297 -0.1785508 0.6927434
-0.2503088 0.6537202 -0.6316748 0.3331401
0.6886663 -0.3105702 -0.2524531 0.6046091
-0.03781584 0.9456066 0.3125616 0.08187366
-0.1737325 0.7357985 -0.2155184 0.6180366
-0.03926853 0.7627618 -0.2584035 0.5915065
0.02017182 0.7807317 -0.2233102 0.5832525
0.2804182 0.704747 -0.3192965 0.5681083
-0.07722914 0.7814801 0.6016933 0.1459093
-0.05474684 0.4405514 0.8937621 0.06408205
-0.0482449 0.02011309 0.998632 -0.001392066
0.8493218 -0.01489573 0.1171594 0.5144942
-0.1152984 -0.0446359 0.9923102 0.005843189
-0.1682112 0.01966803 0.9854558 0.01396259
-0.202039 0.005907222 0.9793403 0.006147055
-0.1895698 -0.1350544 0.9724502 0.01281348
-0.02315223 0.7702031 -0.2907879 0.5671805
0.08367056 0.7760283 -0.28421 0.55678
0.2044484 0.7728696 -0.2591431 0.5419577
0.407755 0.6704615 -0.3657415 0.50045
0.4004323 0.7189446 -0.2850834 0.4914265
0.05945399 0.8171441 -0.5708351 -0.05373923
0.4510447 0.628583 -0.3074138 0.5540206
0.5705573 0.05661215 0.06356667 0.8168345
0.3877242 -0.5723841 0.4141318 0.5920653
0.405829 -0.5092444 0.4684561 0.5970944
0.3903736 -0.4420363 0.5147266 0.6223093
0.209381 0.7189453 -0.6389417 -0.1761552
0.5341948 0.3923177 0.4518692 0.5971072
0.7042762 0.6680542 0.2062175 -0.1231782
0.4766822 0.7339482 -0.2852456 0.3908057
0.1725808 -0.2604811 0.5047367 0.8047398
-0.178955 0.1436548 0.5739633 0.7860689
-0.6433206 -0.0954298 0.03536768 0.7588022
0.1595711 0.6693312 0.7146252 0.1258706
-0.06907494 0.856064 0.4991375 0.1150858
-0.05901682 0.7177483 0.6691093 0.1834311
0.4014368 -0.5298151 0.01844102 0.7468629
-0.1860236 0.9467266 0.2314159 0.1247017
-0.5026996 0.5537885 0.2946935 0.5947831
-0.08495671 0.6072408 0.7809829 0.1187715
-0.06854657 0.5367301 0.8395079 0.04948245
-0.04518972 0.4287978 0.8874454 0.1628832
-0.06953786 0.3162283 0.9367045 0.1332241
-0.09781434 0.3265736 0.9398441 0.0217977
-0.07791062 0.5844457 0.8076743 0.003925135
-0.03444899 0.6786013 0.7334549 0.0189039
-0.6721316 -0.05760417 0.01140555 0.7380995
0.5336147 0.54066 0.4529863 -0.4666319
-0.4634132 0.444072 0.5251856 0.5587738
-0.6900569 -0.01243537 -0.02077076 0.7233501
-0.5691085 0.01723104 -0.1427125 0.8095996
0.8097166 0.04126944 0.1205768 0.5728149
0.7867839 0.08513507 0.1161601 0.6001914
0.7270158 0.09822825 0.1348307 0.6660479
0.7459573 0.03846189 0.1286896 0.6523092
0.4652708 -0.4300758 0.6250287 0.4559573
-0.2745008 -0.5193226 0.8086368 0.03254988
0.8999439 0.4230089 -0.09226329 0.0514968
0.8765557 0.425098 0.2154423 -0.06727639
0.7220852 0.3874094 0.530843 -0.2161307
0.8653773 0.0191954 0.009601844 -0.500661
-0.08889697 0.4988765 0.8606344 -0.05027734
-0.1198017 0.4067557 0.9041173 -0.05262222
-0.3900555 0.9046743 0.1194855 0.1230616
-0.5335778 0.6808292 0.3616648 0.3477999
0.6107788 -0.5209075 -0.4767757 -0.3581753
-0.4678707 0.364346 0.6108869 0.5245627
0.5892598 0.5162361 0.4923208 -0.3793327
-0.6878849 -0.1035522 0.07125323 0.7148525
0.617044 0.7527252 0.1867122 -0.1334173
0.2507893 -0.3350803 0.5164261 0.7470809
0.4908651 0.7087311 -0.3324514 0.3823974
0.4955289 -0.4262083 0.5613379 0.507639
-0.08084308 0.1286671 0.9850186 0.08153189
-0.1285075 -0.007482152 0.9906444 0.04531376
-0.1691869 0.02160135 0.9839543 0.05237468
-0.1873094 0.006846172 0.9805845 0.05763796
-0.1890922 -0.1532742 0.9680765 0.05982463
0.9689816 0.04272904 0.1863575 0.1565878
0.9815484 0.0378283 0.1874095 -0.003062953
0.9850128 0.02566474 0.1697106 -0.01700398
0.9884531 0.07993881 0.1286906 0.00298232
0.9818156 0.1137858 0.07658068 -0.1312487
0.9637684 0.03714432 0.1728855 0.1997034
0.9869153 0.004864198 0.1602169 0.01745918
0.9881456 -0.004593088 0.1532247 0.00831726
0.9846863 -0.01411063 0.1563525 -0.07581226
0.9779221 0.01180076 0.1223268 -0.1690121
-0.1782457 0.2121572 0.9586666 -0.06462217
-0.2297873 0.01385515 0.971993 -0.0472786
0.5979788 -0.04083497 0.8004632 -0.003531226
-0.2201108 -0.08709147 0.9714892 -0.01322658
-0.2115685 -0.2379206 0.9478025 -0.01740334
0.9479607 0.001697918 0.2163197 0.2336093
-0.2561328 -0.0704956 0.9638888 -0.01856584
0.7830019 0.03309939 -0.6196319 0.0432289
-0.183977 0.1481322 0.9713872 -0.02482131
-0.3690033 -0.1608487 0.9152138 -0.01865123
0.739707 0.1648646 -0.6470268 -0.08372251
0.8947424 0.1561718 -0.3953826 -0.1368171
-0.3282745 -0.05155598 0.9431074 -0.01123491
-0.1009947 0.4028358 0.9095889 -0.01309303
0.7092408 -0.02594419 0.7033556 -0.03994036
-0.2074589 -0.02228613 0.9743369 -0.08445001
-0.2067265 -0.1180081 0.9667628 -0.09331483
-0.06861835 -0.5231846 0.8442225 -0.09411523
0.1631211 -0.6021219 -0.01042468 0.7814934
0.166909 -0.6057388 -0.08092245 0.7737398
0.1810944 -0.609564 -0.0638587 0.7691284
-0.00435632 0.04847524 -0.1838609 0.9817466
-0.1494237 0.9861978 0.06627186 0.02634935
-0.4005157 0.3697327 0.5566689 0.6269007
-0.05849086 0.05392379 0.6460768 0.759115
-0.399922 0.4099837 0.5460582 0.6113886
0.5455154 0.6237476 0.4031865 -0.3883201
-0.5192674 0.6070472 0.400863 0.4485128
0.02130141 0.8158267 -0.3989308 0.4181231
-0.4865947 0.6207542 -0.3522674 -0.503783
-0.1158017 0.748691 -0.65235 0.02215815
-0.2398081 0.6772081 -0.6201606 0.3150904
-0.07728525 -0.1216199 0.9536936 -0.2640152
0.3184472 0.5091835 0.3721747 0.707679
0.6248868 0.7740633 0.100128 -0.01779294
0.1021689 0.1782018 0.8490407 -0.4867603
0.6530339 -0.3221192 0.4466347 -0.5199071
0.78878 -0.6116794 -0.05745183 0.0193323
0.4587805 -0.4102546 0.6661898 -0.4211918
-0.2535195 0.6578372 -0.6342748 0.3172907
0.2710464 -0.6444288 0.6506369 -0.2965077
0.6980194 -0.2394973 -0.2870171 0.6107627
0.5329673 -0.3967303 0.5359884 -0.5208334
-0.5146467 0.5284945 0.5927679 -0.3232003
-0.4990081 0.4984953 0.6515738 -0.2791862
0.7481919 -0.06499601 0.372905 -0.5449093
0.5050457 -0.4264821 0.587294 -0.4670413
0.6373287 -0.4166141 -0.501824 0.4103869
0.55611 -0.43244 -0.3447276 0.6204032
0.584465 -0.2737771 0.5062259 -0.5719983
-0.5055361 0.4793233 0.6582282 -0.2853384
-0.2472927 0.6490331 -0.6433404 0.3220488
0.5991763 -0.3977236 -0.4204811 0.553172
0.2320863 -0.647584 0.6533489 -0.3160791
0.7146506 -0.2444696 -0.2917441 0.5868514
-0.5219718 0.5262285 0.5800673 -0.3378621
0.64986 -0.4123749 -0.4819653 0.4187339
0.6738853 -0.3105061 -0.3192341 0.5895371
0.2404935 -0.6425386 0.654555 -0.3175919
-0.3351078 0.6425648 -0.5572074 0.4053801
-0.2071766 0.6780885 -0.6493872 0.2748999
0.685562 -0.2069001 -0.1616086 0.6790285
-0.3234686 0.6970179 -0.5358418 0.3498679
0.3066885 -0.6319082 0.6756997 -0.2237498
0.738831 -0.09778504 -0.1378565 0.6523515
0.2933304 -0.566361 0.7217558 -0.268814
0.7303976 -0.3068773 -0.3651052 0.488921
0.2177263 -0.5718992 0.7702338 -0.1796284
0.1682297 -0.6802306 0.695553 -0.1587166
0.6314163 -0.3219498 -0.5716841 0.4133267
0.3831822 -0.5732061 0.6479504 -0.3236766
0.7391862 -0.1681018 -0.18192 0.626299
0.7121627 -0.31272 -0.355914 0.5180303
0.6869268 -0.1844587 -0.104636 0.6950955
0.6372191 -0.5507483 0.3101154 0.4409721
0.6047916 -0.2440118 -0.1915299 0.7334859
-0.30198 0.7119521 -0.5427216 0.3276975
0.6792428 -0.1898521 -0.1181014 0.699026
0.7330692 -0.1547263 -0.1831489 0.6364949
0.2721726 -0.5958022 0.7112784 -0.2549995
0.7733783 -0.1213692 -0.1734006 0.5975681
-0.3173714 0.6775177 -0.5819657 0.3186861
0.6173932 -0.2206146 -0.192648 0.7300969
0.6702405 -0.2071198 -0.1348619 0.6997794
-0.2850536 0.7278326 -0.5301642 0.3285271
0.7555078 -0.526682 0.3299175 0.2072882
0.8095822 -0.2006904 0.279967 -0.4753087
0.6653028 -0.2412632 -0.2164466 0.6725438
-0.233009 0.6573376 -0.64555 0.3112543
-0.2260445 0.6672918 -0.6481007 0.2891209
0.1970896 -0.6677694 0.6686876 -0.260953
0.6944939 -0.1814327 -0.1181074 0.6861566
-0.3647376 -0.5309821 0.5822151 -0.4960344
