TBuffer (Translation Vectors):
0.2124943 0.07149045 -0.1314856
0.2660539 0.01886666 -0.1195662
0.1745586 0.1148883 0.02074782
0.1991526 0.1032355 0.02716351
0.215277 0.06585874 0.04158398
0.2358661 0.03953856 0.03170652
0.1176171 0.08918615 0.04709149
0.1892389 0.07797858 0.04427305
0.2650634 0.07128002 0.02055999
0.2688152 0.03708024 0.01406836
0.2895307 -0.01105357 -0.09179195
0.3071791 -0.008887488 -0.09826964
0.3320073 -0.0004777137 -0.1107514
0.3777401 0.01066025 -0.1144792
0.4436253 0.02033606 -0.1109298
0.4571443 0.02156589 -0.1111419
0.4741055 0.02623754 -0.1146527
0.3622852 0.04178118 -0.1234203
0.4520396 0.05190472 -0.1098649
0.5023549 0.05220474 -0.1135223
0.4808087 0.01556733 -0.1119692
0.5407903 0.08399819 -0.08752404
0.5347366 0.08917689 -0.04828519
0.5517116 0.07791537 -0.0384294
0.5508372 -0.01255338 -0.06944396
0.5284228 0.001989031 -0.1062325
0.5241253 0.01884201 -0.1150942
0.7252793 0.04745954 -0.04238435
0.7165419 0.02081103 -0.0524662
0.6999149 0.04790237 -0.1055042
0.6771293 0.01376796 -0.05638923
0.6623957 0.00177497 -0.08476208
0.6724743 0.06339511 -0.0983222
0.8587594 0.0198614 -0.08750492
0.7585108 0.0392856 -0.1044211
0.7652082 0.02831919 -0.1066405
0.7569648 0.01301492 -0.07833876
0.7472176 0.01496896 -0.06619176
0.7505243 0.01468871 -0.0813244
0.7464546 0.04780586 -0.1021329
0.752284 0.02210053 -0.04496685
0.8560934 0.01911128 -0.09376045
0.8506913 0.04763434 -0.05820372
0.7465032 0.0274184 -0.1011716
0.8684251 0.0248602 -0.03981266
0.8069515 0.04879127 -0.09488881
0.7776965 0.05594785 -0.05299018
0.814916 0.04554104 -0.09978884
0.811434 0.05190181 -0.08562466
0.7702083 0.05906012 -0.08269148
0.7676092 0.05387497 -0.0932935
0.7473193 0.05754525 -0.0952836
0.7488326 0.06288507 -0.08407439
0.7858597 0.05653926 -0.0564514
0.8045882 0.04874536 -0.03982066
0.7635939 0.03865519 -0.03762487
0.7523992 0.04638537 -0.04111196
0.7966244 0.04062349 -0.02619284
0.7533306 0.05632655 -0.04768534
0.7640215 0.05367254 -0.04675032
0.7373595 0.04542249 -0.04157982
0.7376982 0.04030158 -0.1034007
0.7437503 0.05529308 -0.04566761
0.7418181 0.03654234 -0.0411795
0.8574851 0.02870038 -0.03855015
0.783927 0.04894264 -0.04233047
0.7462153 0.03667907 -0.1035015
0.8580728 0.04118754 -0.08585831
0.7556092 0.06416866 -0.06722119
0.8061063 0.05498987 -0.05569188
0.7571077 0.06030134 -0.05442035
0.9033138 0.02796947 -0.03793601
0.7706313 0.02438255 -0.1088315
0.7388753 0.01731337 -0.09072065
0.7745171 0.01673494 -0.1079205
0.8695065 0.03150292 -0.03843345
0.8928172 0.02590716 -0.08588251
0.8861858 0.03951048 -0.08522926
0.894177 0.02999995 -0.07141107
0.8924645 0.02309049 -0.08157988
0.8934438 0.02515465 -0.07362979
0.9105912 0.03181027 -0.08992827
0.9104772 0.02225752 -0.07996929
0.9108702 0.02466104 -0.07589816
0.8864994 0.04346965 -0.07499948
0.9103426 0.02244425 -0.08514615
0.9139715 0.02521759 -0.08949302
0.8846163 0.02284705 -0.07476823
0.8685942 0.04196137 -0.0705846
0.8812716 0.04386407 -0.07869776
0.8092257 0.05421795 -0.07887057
0.8788075 0.03439994 -0.09759542
0.8794242 0.02083357 -0.1106916
0.8802131 0.01968066 -0.1081694
0.8768067 0.03864716 -0.1005373
0.8867223 0.02651273 -0.1155657
0.879204 0.02464595 -0.1132167
0.8753819 0.02896332 -0.09618744
0.8890282 0.02169758 -0.1146829
0.8671731 0.02152917 -0.1300925
0.8765308 0.02426149 -0.1384804
0.8767444 0.02080695 -0.1369629
0.8485057 0.02111543 0.01982998
0.851452 0.02137775 0.01984067
0.7973368 0.01395019 -0.07327211
0.7697496 0.04114502 -0.03709941
0.7730452 0.0514373 -0.04542127
0.781271 0.03648144 -0.1105929
0.7736418 0.04582666 -0.1021185
0.7599986 0.04944984 -0.09971015
0.7644944 0.061302 -0.07899655
0.7642707 0.06054682 -0.058097
0.02696957 0.0720061 0.06282865
0.355279 0.05611386 -0.004475208
0.3532049 0.07508364 -0.01299395
0.372341 -0.006609858 -0.0981149
0.3524185 0.08528166 -0.02295038
0.3517382 0.09655608 -0.04213833
0.3524814 0.09629458 -0.0893869
0.3985554 -0.008951154 -0.05589762
0.3702893 -0.01101223 -0.06495683
0.3720143 -0.01200937 -0.08221399
0.3642033 0.02789057 -0.1221288
0.3620343 0.05993272 -0.119439
0.3604245 0.01941558 -0.0155655
0.3576981 0.0363347 -0.005825987
0.3960232 -0.001090268 -0.03857016
0.3538448 -0.006104602 -0.05161674
0.329188 -0.01295111 -0.07454924
0.3207693 0.0106633 -0.1189145
0.3089672 0.09959954 -0.02191534
0.3158345 0.02294788 -0.008012403
0.3284237 -0.01252435 -0.09024285
0.3408085 0.05105469 -0.001941447
0.3341001 0.1052905 -0.06473539
0.3272927 -0.008519141 -0.05811239
0.3388297 0.0711432 -0.007142592
0.34298 0.03180572 -0.006374923
0.3361511 0.0993221 -0.0403242
0.3183032 0.009984611 -0.02380762
0.3538122 0.005402029 -0.1142683
0.0599643 -0.2368188 0.1438672
0.13794 -0.183701 -0.09835424
0.05222955 -0.1627546 -0.1365071
0.1573896 -0.2131837 -0.06269486
0.1720072 -0.1932427 0.008874188
0.04498278 -0.2014122 0.1459542
0.1347744 -0.1990169 0.08241123
0.146019 -0.2296237 0.07185389
0.1729582 -0.2186532 -0.006853062
0.1665538 -0.1901899 -0.05025737
0.0982326 -0.2185572 -0.1150606
0.1748656 -0.1788785 -0.01284293
0.1475275 -0.1721619 -0.09531032
0.1025244 -0.1495802 -0.1325453
0.09760958 -0.1498723 0.1119861
0.1713201 -0.1794169 0.01690681
0.03709543 -0.1838939 0.144877
0.0560794 -0.1080656 -0.1480279
0.1624491 -0.1758606 -0.07117051
0.1717274 -0.1778978 -0.04306751
0.06519827 0.01578409 0.09740022
0.08571617 0.0178698 0.09625568
0.1054012 0.01908082 0.09392428
0.1618011 0.01945409 0.07649621
0.1849825 0.005456598 0.06147055
0.1942459 -0.03568996 0.01677456
0.2054773 -0.0314998 -0.007758611
0.1878619 -0.05843753 0.02837231
0.08795767 -0.02332198 0.1141265
0.07010482 -0.02794848 0.1151148
0.05166071 -0.03503925 0.1139414
0.03317442 -0.04312037 0.1099299
0.0326883 0.09415095 0.04936005
0.04020469 -0.06945954 0.1112364
0.52234 0.09165957 -0.07181145
0.5585905 -0.009705307 -0.05949197
0.5287997 -0.0126836 -0.0810238
0.5430887 0.04348066 -0.1185908
0.5162116 0.06709102 -0.1041698
0.5186034 0.08174413 -0.08793658
0.557907 0.08442764 -0.04745683
0.5290929 0.06649317 -0.02951445
0.5308404 -0.01169991 -0.06074144
0.5483239 0.006983656 -0.1113438
0.5447415 0.02427145 -0.1176733
0.568279 -0.006937508 -0.09649141
0.601975 -0.002041894 -0.05616405
0.6021585 0.01035165 -0.04371896
0.5597762 0.07340387 -0.1030901
0.5873582 0.05077381 -0.1178805
0.5598761 0.02153739 -0.1178771
0.6010693 -0.00868302 -0.07307477
0.5633811 0.08444065 -0.08669332
0.5636878 0.004950585 -0.1107685
0.598394 -0.006982121 -0.09188199
0.6432084 0.06329456 -0.04884687
0.6097939 0.001233492 -0.1050314
0.6062829 0.01395131 -0.1155677
0.6330445 0.0393725 -0.1167776
0.6132514 -0.006079951 -0.08879457
0.6843133 0.05552703 -0.04546529
0.655244 0.07261229 -0.06253573
0.6838734 0.01956902 -0.05104461
0.72576 0.05854753 -0.04811861
0.6980485 0.05672749 -0.04621973
0.6971585 0.02189074 -0.05002124
0.1066511 0.1596565 -0.04161395
0.1252408 0.1573121 -0.05285309
0.03589712 0.132063 -0.1228898
0.08738951 0.136529 0.0005402008
0.06920491 0.128123 0.01651867
0.04878092 0.1219426 0.0276588
0.09976014 0.1481048 -0.0195784
0.006950475 0.1091779 -0.126664
0.121508 0.1467878 -0.1036111
0.07337023 0.1259488 -0.1304693
0.1788058 -0.1585097 -0.01539407
0.1546867 -0.1527928 -0.09909333
0.1087945 -0.1265634 -0.1374542
0.173841 -0.1575086 0.01518687
0.03837068 -0.1575525 0.1388099
0.1684892 -0.1569071 -0.07438082
0.1766767 -0.1585646 -0.04598744
0.1691302 -0.1266806 0.0351697
0.09740182 -0.1273137 0.1063318
0.06966186 -0.08222115 -0.1524645
0.03612889 0.09168564 -0.1374042
0.08542967 0.1064299 -0.1410056
0.1394737 0.1240641 -0.1202415
0.1631331 0.1269081 -0.1081628
0.1935761 0.1232538 -0.09557739
0.2115621 0.1185795 -0.09351967
0.235601 0.1195607 -0.08609729
0.2485988 0.1193984 -0.08436676
0.2629967 0.1176336 -0.08351921
0.2792116 0.1146962 -0.08337435
0.2965274 0.11088 -0.08497465
0.3469413 0.06518072 -0.1196616
0.3467979 0.04820319 -0.1247655
0.2863041 0.004058557 -0.1118549
0.2245812 -0.02908877 -0.1103368
0.1816872 -0.06793873 -0.1229128
0.1605636 -0.101514 -0.1210744
0.1413435 -0.1168174 -0.1275564
0.1364479 -0.1459947 -0.1184908
0.1290869 -0.1666888 -0.1139539
0.1242587 -0.1874311 -0.1075422
0.1237451 -0.2075777 -0.1024873
0.1309054 -0.2485681 -0.0966166
0.134904 -0.2699297 -0.09608221
0.1167581 -0.3313253 -0.1179117
0.04516102 -0.2957577 -0.1181657
0.1787176 -0.3143521 -0.02784363
0.1586823 -0.3097635 -0.07870847
0.177609 -0.3205694 0.001750575
0.09914163 -0.3634821 0.1118486
0.02984114 -0.3763488 0.139461
0.1409802 -0.3105389 -0.09679733
0.1692653 -0.3288827 0.02974645
0.05291609 -0.3735278 0.1346935
0.1718677 -0.3109518 -0.05561144
0.1398822 -0.3475659 0.07569886
0.09412488 -0.2930064 -0.1153109
0.3141409 0.1052664 -0.08965787
0.3277617 0.03074919 -0.1265679
0.05101109 -0.03016616 -0.1567905
0.1281069 0.004973452 -0.1617422
0.1868729 0.02289744 -0.1442357
0.2131622 0.0106727 -0.1318376
0.2577269 0.06784472 -0.1264556
0.2428998 0.06875002 -0.1276529
0.1637762 0.04585291 -0.149362
0.02595579 0.01933952 -0.1477558
0.1975815 -0.04311953 0.003809731
0.2035891 -0.05171235 -0.01741701
0.2088991 -0.05870773 -0.04029287
0.2098436 -0.06106986 -0.08306869
0.2060264 -0.05774641 -0.1009325
0.1998954 -0.05169214 -0.1160738
0.1927097 -0.04353892 -0.1285297
0.1764917 -0.02049514 -0.1458368
0.1692641 -0.00571464 -0.150548
0.1624542 0.02776559 -0.1519683
0.1189977 0.01614769 -0.1626688
0.09669515 0.05138096 -0.159211
0.1038823 0.1065843 -0.1405329
0.1019153 0.1224285 -0.1314545
0.0908581 0.1455739 -0.1137686
0.1920097 -0.09760085 0.002557811
0.1964709 -0.1044148 -0.02556944
0.1958451 -0.1064383 -0.05314208
0.1904046 -0.1038811 -0.07859133
0.1813445 -0.09801896 -0.1007861
0.173558 -0.08489206 -0.1186485
0.1456716 -0.07612401 -0.1405244
0.1242032 -0.04598465 -0.1567979
0.1128334 -0.02713298 -0.1616562
0.09494086 0.01069256 -0.1633566
0.07303177 0.04589665 -0.1570312
0.1127873 0.09769177 -0.1441287
0.05078918 0.05799831 -0.1490309
0.05147249 0.0908679 -0.1414502
0.05118892 0.1056026 -0.1367575
0.04976724 0.1310318 -0.1251063
0.05014791 0.1450013 -0.11606
0.08447766 0.1578328 -0.1018383
0.07184404 0.1554171 -0.1069879
0.05739319 0.152017 -0.1106008
0.3231041 0.04777382 -0.1278215
0.3155396 0.06030076 -0.1263619
0.314992 0.0925762 -0.1086915
0.3013075 0.09560078 -0.1094008
0.2977912 0.1061973 -0.09571316
0.2514711 0.08189788 -0.1231239
0.2641194 0.08902299 -0.1181171
0.2817207 0.08813335 -0.1165245
0.2643024 0.02763503 -0.1226919
0.2801716 0.0356685 -0.125925
0.2928686 0.04266405 -0.1278159
0.2880399 0.0928213 -0.1129199
0.2987766 0.06125767 -0.1268712
0.2956639 0.0733972 -0.1233801
0.2885748 0.06582606 -0.1257681
0.2753189 0.05907155 -0.126743
0.04730884 -0.008989446 -0.1558723
0.1359954 -0.01976958 -0.1594036
0.1998627 0.006717896 -0.1384818
0.244615 0.03307056 -0.1242198
0.2601315 0.05234782 -0.1271768
0.2380803 0.04559544 -0.1278363
0.2227622 0.04170989 -0.1294848
0.2144048 0.04492098 -0.1326062
0.1968717 0.03577036 -0.1399171
0.04670838 0.003928377 -0.1549358
0.02513739 0.001679251 -0.1492838
0.149817 0.01186896 -0.1567313
0.1043222 -0.00105382 -0.1636234
0.262624 0.03881082 -0.1255742
0.2913206 0.05387428 -0.127711
0.2968916 0.08211818 -0.1193624
0.3002812 0.04618726 -0.1284202
0.2376734 0.07006688 0.03316002
0.2354558 0.09868922 0.02074748
0.2344361 0.1221314 -0.001100228
0.2336844 0.1349144 -0.02901372
0.2306281 0.1340993 -0.05728311
0.2275639 0.1236047 -0.08126146
0.2266763 0.1107724 -0.1001975
0.2289793 0.08110447 -0.1253264
0.2200211 0.08012756 0.03511537
0.2186683 0.1076412 0.01957144
0.2200381 0.1296443 -0.003621516
0.2212288 0.1395419 -0.03244307
0.218919 0.1357127 -0.06128491
0.1671786 0.1424201 -0.08049645
0.1351736 0.1539143 -0.07997277
0.1042033 0.1648899 -0.07744327
0.09081006 0.1685126 -0.07897236
0.07534617 0.1652732 -0.09430276
0.05151927 0.1568837 -0.1069961
0.0377207 0.1532123 -0.1101369
0.4739252 -0.009923631 -0.08044818
0.4707485 0.004693741 -0.03176128
0.4625296 0.08610703 -0.03973217
0.4516729 -0.00183722 -0.03805038
0.4465394 0.06091661 -0.1060444
0.4514675 0.03114472 -0.1131163
0.4552399 0.004216918 -0.09984666
0.4554802 -0.005680449 -0.08747737
0.4688336 0.01976048 -0.0234057
0.4426566 0.09039076 -0.06705088
0.4740274 -0.01243598 -0.06272751
0.4669337 0.02325601 -0.1125149
0.4618325 0.05279599 -0.1076823
0.4861415 0.08043575 -0.08526971
0.5011708 -3.668728E-05 -0.03900214
0.4826965 -0.01155708 -0.07784459
0.4694606 0.09305885 -0.06097738
0.5025272 -0.010915 -0.05421571
0.4903654 0.005947023 -0.1066019
0.483232 -0.01245632 -0.05901401
0.4784958 0.02408645 -0.1152235
0.4760968 0.007680242 -0.1056491
0.2288938 0.06447986 -0.1298261
0.2158884 0.06118075 -0.1324252
0.1888797 0.05580208 -0.140807
0.1188876 0.03644409 -0.1607839
0.09536535 0.03129857 -0.1621266
0.05633223 0.02999639 -0.155031
0.007104614 -0.05260149 -0.1454017
0.007240159 -0.1271533 -0.1333906
0.03966555 -0.24543 -0.1143625
0.04218958 -0.271061 -0.1148125
0.008742023 -0.2880553 -0.1124865
0.0365357 -0.1684958 -0.1326279
0.007240537 -0.2076291 -0.1125619
0.03816948 -0.1138876 -0.1451148
0.03948507 -0.08696739 -0.1498139
0.03618119 -0.03826827 -0.1534821
0.006206134 0.01742764 -0.1432542
0.1230354 -0.007142743 0.1022814
0.1506402 -0.01129869 0.08982268
0.166391 -0.02421041 0.07702541
0.10453 -0.02203442 0.1117703
0.1649737 -0.03519976 0.07735746
0.1414985 -0.04150572 0.09877893
0.1165238 -0.03888977 0.1114469
0.2981519 0.01087125 -0.01916676
0.2898335 -0.001421766 -0.0386538
0.3025374 0.001260495 -0.03657272
0.01749674 0.1644501 0.03258089
0.005050402 0.1391475 0.03018986
0.02762526 0.1272786 0.02887052
0.03387756 0.06249314 0.06822245
0.02405505 0.1127973 0.03663757
0.02593812 0.1374751 0.0269217
0.009234491 0.1549543 0.03228862
0.00663677 0.06965625 0.06410825
0.02521928 0.1017322 0.04406379
0.009831971 -0.1097492 0.1242869
0.1825823 -0.5327169 -0.08344968
0.1611218 -0.5163345 -0.1175012
0.1887434 -0.4401782 -0.06624004
0.1880718 -0.41045 -0.06017371
0.1393036 -0.5264429 -0.132178
0.07956275 -0.511133 -0.1588705
0.1832336 -0.3911415 -0.06815509
0.1733447 -0.3829005 -0.08717843
0.1710079 -0.4209114 -0.1025335
0.1109681 -0.5122787 -0.152633
0.0452719 -0.3484912 -0.1415593
0.1459771 -0.3409258 -0.101547
0.05641406 -0.5319234 -0.1451448
0.021372 -0.5186674 -0.1451518
0.1573712 -0.4866871 -0.1286689
0.1088443 -0.4904888 -0.159903
0.1140811 -0.4142541 -0.15575
0.1508465 -0.394999 -0.1226144
0.1132814 -0.3888353 -0.1484234
0.1263788 -0.3716514 -0.1339481
0.1588551 -0.4125321 -0.1183321
0.07777646 -0.5510055 -0.1322517
0.08058148 -0.5302171 -0.1485123
0.08642475 -0.4396957 -0.169737
0.05506118 -0.4403467 -0.1728679
0.01080694 -0.4495656 -0.1700788
0.07696724 -0.4228702 -0.1692837
0.07807346 -0.3984631 -0.1626764
0.07785033 -0.3754084 -0.1534568
0.06941178 -0.3284298 -0.1287015
0.06112456 -0.2870787 -0.1175739
0.05772899 -0.2625228 -0.1154881
0.134387 -0.6924022 0.0974794
0.07405885 -0.7615221 0.07876836
0.01286355 -0.6696043 0.04318854
0.1871217 -0.682317 0.03909183
0.1420133 -0.7651047 0.07186969
0.009315252 -0.6483852 -0.05548637
0.03722091 -0.7246875 -0.07631069
0.1647278 -0.6562557 -0.07458059
0.1674092 -0.7327833 -0.05864628
0.1923356 -0.6715874 -0.003318926
0.1789728 -0.7525436 0.01196573
0.03304232 -0.6758115 0.06982296
0.02841767 -0.7340107 0.0382139
0.05130742 -0.6801773 0.08389881
0.0561811 -0.7571871 0.06850096
0.02182755 -0.7281792 -0.05172306
0.002274236 -0.6634513 0.01287962
0.06546987 -0.6444641 -0.1013662
0.09092218 -0.7221022 -0.1009748
0.1025208 -0.6488469 -0.1042038
0.1474782 -0.7269456 -0.08307861
0.1842691 -0.6622965 -0.04334588
0.1775042 -0.7417862 -0.02544345
0.03167548 -0.643716 -0.08441006
0.06161986 -0.7224211 -0.09338122
0.051534 -1.02896 -0.05813042
0.08944162 -1.070741 -0.1215462
0.1839431 -1.023069 -0.05920796
0.1632471 -1.068883 -0.01297816
0.1254426 -1.086571 -0.0006029243
0.06003086 -1.030758 -0.03365991
0.07231094 -1.069148 -0.02421442
0.09843652 -1.073023 -0.008268001
0.1771118 -1.02895 -0.02681729
0.0704098 -1.072966 -0.1101184
0.1627397 -1.010832 -0.004665458
0.05281631 -1.004695 -0.06287621
0.1725142 -0.9535613 -0.06266335
0.06117057 -0.9761113 -0.02700679
0.09275323 -0.9751794 0.005990151
0.1348522 -1.015478 0.00909607
0.1720893 -0.9606959 -0.03140816
0.1742543 -0.9829795 -0.08297753
0.07201944 -0.999776 -0.01601878
0.05647696 -0.9576406 -0.06766135
0.1215213 -1.163871 -0.0149957
0.05601251 -1.102446 -0.06600663
0.09685739 -1.150712 -0.1122325
0.1772061 -1.100401 -0.06477688
0.1492102 -1.121166 -0.01317933
0.06002925 -1.104114 -0.04978351
0.08814688 -1.163721 -0.03044531
0.1076962 -1.124881 -0.01152962
0.1067915 -1.096242 -0.1227558
0.1295278 -1.095985 -0.1222463
0.1588799 -1.154246 -0.09490143
0.1710744 -1.103651 -0.03451156
0.08197861 -1.151678 -0.1031744
0.1967493 -0.4560273 0.02542362
0.1950252 -0.4818138 -0.05784788
0.2027402 -0.4893182 -0.02129054
0.1856647 -0.4671987 0.05791515
0.0967235 -0.5525007 0.1194342
0.03786555 -0.5801257 0.1047756
0.1831536 -0.4761709 -0.08894634
0.1712943 -0.4485267 -0.1081199
0.1535396 -0.4496438 -0.1321661
0.1050079 -0.4397548 -0.1640873
0.08713775 -0.4736589 -0.1682571
0.05428734 -0.4725543 -0.1707043
0.02158513 -0.4647404 -0.169364
0.03896653 -0.5705363 -0.104385
0.003668087 -0.5423334 0.1320789
0.05278509 -0.3352011 -0.1337014
0.08900881 -0.3074386 -0.1189128
0.1784748 -0.3320603 -0.02675651
0.1600109 -0.3275477 -0.07925697
0.1771894 -0.3387302 0.002641588
0.09586903 -0.3853014 0.1086444
0.02728998 -0.3987168 0.1334584
0.142293 -0.322728 -0.09753465
0.1696868 -0.3478386 0.03032105
0.04916578 -0.395737 0.1287287
0.1722693 -0.3284315 -0.05489244
0.140097 -0.3682021 0.07589059
0.06500627 -0.3091553 -0.1213828
0.1716698 -0.2138715 0.0116066
0.04353168 -0.2287739 0.1487726
0.13406 -0.2237474 0.08504641
0.164938 -0.2089504 -0.04637147
0.05987652 -0.2648284 0.1460152
0.1611549 -0.2318947 -0.06003101
0.1457736 -0.2530889 0.07424688
0.1757701 -0.238475 -0.004389805
0.03748771 -0.2204273 -0.1188404
0.1267841 -0.2277784 -0.09893665
0.02464882 -0.3696923 -0.1527008
0.1589354 -0.3460147 -0.08879192
0.1794581 -0.3584225 -0.05494488
0.1876727 -0.3694023 -0.02493741
0.1871053 -0.3782515 0.006096858
0.1754524 -0.3574945 0.02248183
0.165053 -0.3679267 0.04857431
0.1268548 -0.3885307 0.0891398
0.07828693 -0.4048592 0.1162211
0.03295323 -0.4136516 0.1304592
0.01261375 -0.4161914 0.1329747
0.05807524 -0.369123 -0.1521504
0.1514447 -0.3613316 -0.10739
0.105723 -0.3451338 -0.1298883
0.07536915 -0.3541564 -0.1425864
0.004459536 0.1605021 0.0342993
0.01095292 0.1236364 0.03161544
0.01168433 0.1135545 0.03566609
0.01037991 0.1336334 0.02994755
0.006232808 0.09855547 0.04511817
0.0144005 -0.1910741 -0.1193265
0.08161148 -1.254366 -0.06914016
0.09029134 -1.228088 -0.1034313
0.1232003 -1.250331 -0.1050451
0.1410482 -1.218314 -0.09843318
0.1435906 -1.263135 -0.07216188
0.1405857 -1.266154 -0.04326438
0.1417108 -1.225845 -0.03135868
0.08369166 -1.257077 -0.05190399
0.1083565 -1.249595 -0.1090569
0.08300608 -1.262841 -0.09028946
0.07851887 -1.296966 -0.05763029
0.08907189 -1.29349 -0.1001238
0.1124451 -1.292635 -0.1064177
0.1349998 -1.293563 -0.08683586
0.1407907 -1.293737 -0.0721751
0.1375266 -1.295198 -0.042685
0.07938945 -1.297851 -0.0386243
0.09935552 -1.292416 -0.1091299
0.08364453 -1.284819 -0.0794346
0.1689454 -1.398227 0.09969382
0.1556549 -1.401785 0.1193693
0.08984266 -1.405193 0.1217421
0.1011994 -1.388242 0.1297642
0.1261835 -1.390776 0.1295207
0.1173932 -1.388514 0.1307412
0.1401449 -1.391011 0.1247289
0.146402 -1.395311 0.1243014
0.1618771 -1.395619 0.1087695
0.1752307 -1.392316 0.08589675
0.1692125 -1.388501 0.09311202
0.1642043 -1.39937 0.092745
0.167001 -1.40182 0.09130277
0.09503802 -1.384413 0.1187767
0.1202222 -1.386085 0.1199399
0.1166676 -1.401083 0.1432857
0.1087564 -1.393755 0.1231784
0.1403102 -1.394243 0.1326119
0.133447 -1.386531 0.1145139
0.1442915 -1.397766 0.1325189
0.1593433 -1.398583 0.1165127
0.1632268 -1.396799 0.09799217
0.1546261 -1.394716 0.1177862
0.1524941 -1.386666 0.1023858
0.1508521 -1.401132 0.1186907
0.1532719 -1.404978 0.1163826
0.1721209 -1.395284 0.09648477
0.1757272 -1.396396 0.07356142
0.1680954 -1.391503 0.09815738
0.1684119 -1.385589 0.08643714
0.164793 -1.397663 0.09921761
0.1659722 -1.390725 0.09069306
0.1667415 -1.401582 0.09718028
0.16936 -1.401565 0.07959524
0.1695268 -1.394048 0.09918642
0.1564809 -1.39741 0.1191901
0.1047364 -1.398246 0.1322827
0.1120284 -1.396093 0.1352171
0.1317539 -1.393475 0.1225803
0.160266 -1.402459 0.1080296
0.1727781 -1.399592 0.08900489
0.16648 -1.389584 0.09227439
0.1011169 -1.401113 0.1383869
0.1039473 -1.391814 0.1218193
0.116012 -1.394916 0.1419481
0.1447849 -1.402656 0.129395
0.1467244 -1.391784 0.1133994
0.1590894 -1.401405 0.1160315
0.1633738 -1.391507 0.09854323
0.17095 -1.400082 0.09638524
0.1657432 -1.392123 0.09752765
0.164394 -1.398932 0.0877023
0.09191541 -1.27047 -0.02974014
0.100829 -1.229455 -0.02694096
0.1124692 -1.271342 -0.0218709
0.07929662 -1.233053 -0.06541494
0.0934298 -1.250228 -0.1053427
0.1284992 -1.216755 -0.1071613
0.1385918 -1.262591 -0.08787598
0.1542474 -1.220418 -0.06583197
0.1480753 -1.234889 -0.04294682
0.08427523 -1.236371 -0.04809451
0.1049942 -1.226902 -0.1094185
0.07793187 -1.218424 -0.0864065
0.09283926 -1.23962 -0.03345075
0.09977673 -1.261775 -0.02517306
0.1225584 -1.228711 -0.02295113
0.08635627 -1.288851 -0.03000201
0.1162055 -1.289478 -0.0201577
0.09741329 -1.289567 -0.01952364
0.1417897 -1.311828 -0.0663733
0.1333243 -1.319415 -0.08816098
0.1141803 -1.311197 -0.104301
0.08273649 -1.314709 -0.02245194
0.09508394 -1.313799 -0.01007914
0.1161529 -1.313629 -0.01210265
0.1257379 -1.297467 -0.02463759
0.1349623 -1.258663 -0.03192016
0.09193683 -1.370172 0.08258734
0.1262008 -1.371868 0.07640507
0.1451093 -1.374148 0.06722085
0.1618173 -1.377032 0.05658854
0.07787737 -1.381171 0.07886335
0.07834452 -1.397708 0.0737274
0.09254535 -1.406899 0.0714074
0.1768613 -1.394155 0.03738542
0.1123267 -1.406726 0.06899886
0.1324143 -1.405927 0.06379472
0.1502807 -1.406353 0.05708038
0.1652305 -1.405429 0.0503578
0.1015368 -1.359976 0.06000161
0.1404805 -1.363996 0.04572371
0.1517325 -1.361149 0.007804789
0.1624325 -1.376134 -0.0008493417
0.1569849 -1.379545 -0.02814999
0.1435727 -1.373875 -0.07834788
0.1471202 -1.373675 -0.0631718
0.144355 -1.362372 -0.06132911
0.138736 -1.362362 -0.08298398
0.1326362 -1.381203 -0.1118086
0.113236 -1.376207 -0.124204
0.1014775 -1.3775 -0.1231994
0.1264515 -1.355561 -0.1053164
0.1128738 -1.362428 -0.1224223
0.09580763 -1.364411 -0.118859
0.08820077 -1.365606 -0.1081673
0.08501808 -1.379565 -0.1027877
0.07894193 -1.37967 0.05490267
0.1408004 -1.349683 0.008399821
0.0834043 -1.365808 0.03142737
0.07978328 -1.376843 0.02769045
0.0788964 -1.376249 -0.0009469958
0.08097918 -1.395415 0.05005513
0.08429685 -1.391173 0.02309878
0.08612455 -1.389135 -0.004448086
0.07855398 -1.377593 -0.02697898
0.07924834 -1.378461 -0.04930074
0.0821659 -1.385287 -0.09010776
0.08220595 -1.358615 -0.07278185
0.07772293 -1.36658 -0.04873949
0.07650216 -1.366214 -0.0341676
0.07713389 -1.364374 -0.008361539
0.1724608 -1.39082 0.01339232
0.1652227 -1.388523 -0.01175063
0.1565523 -1.387378 -0.0371596
0.1501762 -1.387274 -0.06285404
0.1441655 -1.392763 -0.08480229
0.1397761 -1.393888 -0.09583823
0.1196995 -1.391476 -0.1194416
0.1024332 -1.392873 -0.1192657
0.08917485 -1.394064 -0.1074123
0.0863691 -1.398501 -0.08993931
0.08397126 -1.391871 -0.05112707
0.08555652 -1.389867 -0.02938802
0.1141003 -1.333322 0.01186151
0.08453812 -1.341294 -0.00238287
0.07732432 -1.344531 -0.02744991
0.07608557 -1.345278 -0.05047072
0.08118266 -1.336888 -0.07405093
0.09054588 -1.342453 -0.1045941
0.1022248 -1.333788 -0.114363
0.1112316 -1.340515 -0.1150506
0.1237129 -1.334359 -0.09791669
0.1390738 -1.341603 -0.07823791
0.09415933 -1.404347 0.04736518
0.1123511 -1.405309 0.04418547
0.1314754 -1.404739 0.03879223
0.1486869 -1.405166 0.03229324
0.1630452 -1.403895 0.02636501
