TBuffer (Translation Vectors):
0.08893725 0.3066181 -0.01987858
-0.09028584 0.3182726 -0.02816446
-0.07845704 0.3878512 -0.03899423
-0.0792688 0.3634239 -0.04989414
-0.06863213 0.4032581 0.01719542
-0.06202284 0.4143739 0.01733021
-0.08184019 0.3711812 -0.03526268
-0.01446699 0.4442093 0.0345531
-0.07796772 0.3939477 -0.02326718
-0.07506889 0.3994516 -0.007113567
-0.07075462 0.409684 -0.01661844
-0.06375726 0.4196151 -0.02105756
-0.06506333 0.4164903 -0.03682981
-0.06024811 0.419482 0.01036156
-0.05703164 0.4247469 0.005089743
-0.07723145 0.3895485 0.004591835
-0.0607236 0.4224289 -0.006640169
-0.06636958 0.4142356 -0.001457602
-0.07222971 0.3794511 0.02913167
-0.07235521 0.3359293 0.03965842
-0.07102485 0.350577 0.03723983
0.09279522 0.3095331 -0.02563014
-0.06972482 0.3551857 -0.07513775
0.08519484 0.2835178 -0.007675517
-0.02872692 0.3513815 -0.113194
0.02885897 0.2779341 -0.08909582
0.0926685 0.3132359 -0.03105914
-0.05275658 0.3797728 0.06908512
-0.02881616 0.3869249 -0.1080783
-0.02637017 0.442663 -0.052326
-0.06456387 0.4119079 -0.05297264
-0.0551374 0.4284565 -0.008239431
-0.05650442 0.377253 -0.09225929
-0.05421279 0.3890213 -0.09089448
-0.0494522 0.399546 -0.0902894
0.07888621 0.2901464 -0.000464087
-0.08021085 0.3826732 -0.006131015
-0.007184795 0.4465521 0.03176437
-0.05859646 0.3298153 -0.08792333
-0.05723569 0.3129463 -0.08333268
-0.001360984 0.3344468 0.1107032
-0.0707017 0.3154067 -0.0615624
-0.05700847 0.4269958 -0.02311868
0.08419018 0.2821809 -0.004601825
0.09270807 0.3192905 -0.02647508
-0.09109976 0.2951823 -0.02176072
-0.01550563 0.3115874 0.113001
-0.03666969 0.4155693 -0.08842637
0.01551087 0.1891181 0.04270484
-0.05037258 0.4282998 0.01700703
-0.03470949 0.326218 -0.1067719
0.07536668 0.300774 0.01707552
-0.07478607 0.3956456 -0.0466476
-0.07040028 0.285221 0.04687814
-0.06672584 0.2345387 -0.01751528
-0.00279217 0.3522349 0.1007182
-0.0165267 0.351752 0.09443633
0.01740569 0.4159899 0.07541171
0.02541706 0.2927354 -0.09870093
0.01806424 0.4406909 0.04149336
0.0545238 0.317078 0.07985878
-0.05812729 0.2909369 -0.06956446
-0.007418305 0.31543 0.1239315
-0.007994024 0.3561203 0.1000501
-0.03871857 0.4331256 -0.06128855
0.01828667 0.4445601 0.0293507
-0.03750654 0.4260478 -0.07624026
-0.04275057 0.2630157 0.09077394
-0.02010751 0.3557944 0.0963003
-0.06866305 0.270629 -0.01302204
-0.05678713 0.3832677 0.06087728
-0.0533139 0.4284769 -0.04119825
-0.003453849 0.4217451 0.07385395
-0.03219115 0.3593681 0.09408717
-0.05657217 0.3543752 0.07555318
-0.02376973 0.3602445 0.09754328
-0.06630078 0.3696053 0.04760737
-0.06459474 0.3565174 0.05537174
-0.06774472 0.3554735 0.04711235
-0.06243794 0.367506 0.05707574
-0.06903576 0.3419952 0.04822154
-0.07000107 0.3293852 0.05039152
-0.05261409 0.4143434 0.03994606
-0.0523152 0.408229 0.04786248
-0.04336087 0.4293137 0.03204024
-0.02522524 0.4372599 0.04254797
-0.0441633 0.4192433 0.04818927
-0.03523049 0.4232972 0.05502154
-0.05693232 0.3449699 0.07174586
-0.03427567 0.4102044 0.07008533
-0.02533209 0.4412686 0.03134559
-0.04604169 0.3704675 0.0822058
-0.04383799 0.4247037 0.0404539
-0.0250319 0.426535 0.06052531
-0.03481086 0.4373893 0.02742281
-0.05699607 0.4219366 -0.05159065
-0.03493343 0.4170986 0.06270864
-0.04286962 0.4330661 0.02278314
0.01398254 0.4214679 0.0718102
0.01411185 0.4503199 -0.02806835
-0.07466205 0.3919911 0.01199935
-0.03113847 0.3925802 0.08323418
-0.05376758 0.4240324 0.01939976
-0.06890792 0.2825083 -0.02843605
-0.07191376 0.3892785 -0.06241973
0.02926045 0.1965245 0.03665358
-0.05129383 0.4022563 0.05571186
-0.04923531 0.2507552 -0.05666567
-0.01613751 0.1813383 0.03896177
-0.08125051 0.337244 -0.02460212
0.007907262 0.364454 0.1008539
-0.06397142 0.2171813 0.0003992149
-0.06579885 0.1974919 -0.03050373
-0.04880632 0.2005452 -0.06780969
-0.01994726 0.1433919 0.0284952
-0.08033884 0.1480039 -0.006070188
-0.1985161 0.05633454 0.05069167
-0.09487589 0.08494945 0.05121325
-0.1036203 -0.06078281 0.1102333
-0.1293263 -0.1590109 0.08481771
-0.07254442 0.4008966 0.005638213
-0.127766 0.03596443 0.08089521
0.02412757 0.2834614 -0.09470148
0.01795364 0.4358214 0.05191607
-0.1779466 -0.2504901 -0.01311876
-0.1885598 0.02240871 0.06111693
-0.2442989 0.1235587 -0.009277479
-0.1004349 -0.07786989 0.1044853
-0.1089351 -0.1085649 0.09616446
-0.1307961 -0.06414669 0.09906383
-0.1813363 -0.2799782 -0.0005725259
-0.1256563 -0.2822537 0.0972327
-0.09318902 0.06721896 0.06350126
-0.129554 -0.09779991 0.08338273
-0.05747773 -0.05767973 0.1138312
-0.1622409 -0.2709512 0.0536497
-0.07705514 0.05364534 0.07257713
-0.07066166 0.06311187 0.06600957
-0.03371626 0.310498 -0.1023054
-0.145504 0.06104822 -0.151433
-0.02551967 0.4443052 0.01852075
0.0481947 0.212733 0.02439715
0.01785828 0.4300845 0.06072555
-0.06658038 0.2712035 -0.02956285
0.07492273 0.3328251 0.01705486
-0.1055036 0.1657736 -0.0639232
-0.2112459 -0.04878513 -0.1014183
-0.1716578 -0.1157744 -0.1017106
-0.08482634 0.09017881 -0.1475945
-0.2795264 0.01046794 -0.01384706
0.001403055 0.3372281 0.1080823
-0.1513064 -0.2912828 0.07059233
-0.01865214 0.3667178 0.09913855
-0.06843877 0.3020971 -0.05768457
-0.1539272 0.1514769 -0.05135694
-0.3576533 -0.01237383 -0.08579919
-0.179512 -0.2748263 -0.03083332
-0.1544006 -0.2701897 -0.07974371
-0.1934764 -0.4215641 -0.03925067
-0.04968869 0.168505 -0.09696636
-0.08548897 0.1727332 -0.06298193
-0.1959341 -0.4303916 0.005912921
-0.06531619 0.1732107 -0.08754992
-0.189841 -0.3836488 -0.03584092
-0.1129018 -0.5474373 -0.1317592
-0.1817949 -0.2918447 -0.009735912
-0.2010211 -0.6100342 -0.002219578
-0.01947443 -0.577163 0.09545507
-0.05455828 0.19365 -0.06825325
-0.06241774 0.4058044 -0.06750941
-0.06051923 0.4007537 -0.07572111
-0.1303223 -0.2841678 -0.100654
-0.0653304 0.3822446 -0.07891417
-0.1214465 0.05661214 -0.1568591
-0.05798543 -0.606875 -0.1034575
-0.1133319 -0.2699884 -0.1070697
-0.1249225 -0.6693091 0.1047077
-0.08241836 -0.3183254 0.1346614
-0.1909683 -0.440414 0.03797973
-0.06456803 -0.09866148 0.1132533
-0.1820104 -0.1289919 0.004192961
-0.1747448 -0.2868493 0.02913738
-0.08830958 -0.03865981 0.1161717
-0.193895 -0.6026726 -0.04429662
-0.1135494 -0.7349051 0.09123173
-0.01540452 -0.6983334 0.03005789
-0.02235671 -0.7603148 0.009273281
-0.1713267 -0.6539381 0.07860461
-0.1745114 -0.7302617 0.0495461
-0.1694406 -0.701774 -0.0610575
-0.007396062 -0.6506569 0.04279701
-0.1846399 -0.7210315 0.01242484
-0.1730141 -0.7587952 -0.03651584
-0.0848306 -0.7416967 -0.09778305
-0.1414177 -0.8591701 -0.07371574
-0.1652458 -0.8849916 -0.02529037
-0.1580067 -0.7801039 -0.06214365
0.07382852 0.3714424 0.02741302
0.07501388 0.3830365 0.01897423
0.07937904 0.3702807 0.008771295
0.0774723 0.3596923 0.01604658
0.07530748 0.3199582 0.01951597
0.08241995 0.3461045 -0.01781395
0.08350404 0.2830047 -0.01285493
0.04473437 0.3089001 -0.09446084
0.03534225 0.3769131 -0.1079067
0.04507329 0.3874715 -0.09951077
0.04614582 0.1984281 0.02209504
0.04358103 0.2964763 -0.08999737
0.04592001 0.3243001 -0.09929283
0.04944804 0.3564401 0.08448939
0.05418378 0.3507192 0.07874525
0.04925679 0.417451 -0.07461868
0.03294571 0.3487363 0.08826804
0.04913563 0.3793465 -0.09885019
0.04620315 0.3476041 0.08436444
0.04466889 0.3461191 0.08397977
0.0429525 0.3486119 0.08660915
-0.1551181 -0.836926 -0.05621492
-0.03574727 0.4032256 -0.09796742
0.09028555 0.3182682 -0.02817008
-0.1105066 -0.883829 -0.09152117
0.08491497 0.2823453 -0.01240421
0.03806094 0.2759547 -0.08103923
-0.1657229 -0.9227216 -0.06052469
-0.05267385 0.4081775 -0.08010997
0.08673495 0.3284349 -0.02005697
-0.05042731 0.3895146 0.06696321
-0.07294716 0.3333622 -0.06380631
-0.1000541 -0.8268437 -0.08832705
-0.005308154 0.448585 -0.04782548
0.09434232 0.3196284 -0.02741648
-0.01466666 0.4495845 0.006273963
0.08864739 0.2905224 -0.01677819
-0.1646786 -1.044885 -0.0101251
-0.1701846 -1.14226 -0.06591394
-0.1394714 -1.201806 -0.02555718
-0.07491484 0.3124766 0.01070384
0.09119623 0.335394 -0.0214356
0.08638635 0.2862614 -0.01159007
0.08980932 0.2924275 -0.02219456
0.08768573 0.2862081 -0.01354928
-0.1267012 -1.178503 -0.1122376
-0.03359252 -0.7980697 0.02562152
-0.1366972 -1.049644 0.004865154
-0.07286575 0.3904204 0.0198274
-0.07362844 -1.196633 -0.06677519
-0.1324795 -0.8395389 0.05120782
-0.0631008 0.3293915 0.06290786
-0.07319822 0.3219293 0.04210995
0.07546239 0.3176877 0.00307985
0.08817738 0.2878382 -0.01816221
-0.08666204 0.2996993 -0.01659968
0.09151408 0.3037261 -0.02445023
0.09096161 0.3036624 -0.02453182
-0.06111935 0.3459405 0.0651319
0.08668903 0.2968712 -0.01497828
-0.0522047 -1.076458 -0.07262153
-0.1361996 -0.9153003 -0.0918798
-0.09071326 0.2943162 -0.02297963
-0.03788688 -0.8546469 -0.0003219098
-0.13315 -1.110656 -0.005117957
-0.001637812 0.3155764 0.1275409
0.09322941 0.3032771 -0.02599975
-0.02647653 -0.7133238 0.04512721
-0.09323063 0.3032812 -0.02599559
-0.1569464 -1.181792 -0.08779894
-0.028915 -0.7754828 0.02471296
0.08421469 0.3290854 -0.008927821
0.08442911 0.279658 -0.00557344
0.09199312 0.2981417 -0.0241819
-0.1658354 -0.900974 -0.03419495
-0.07535365 0.3129784 0.03146192
-0.04358153 -0.891486 -0.01354366
0.09175467 0.3127186 -0.02707509
-0.04241953 0.2041296 0.0272441
-0.08864878 0.2905262 -0.01677394
0.09251511 0.3035785 -0.02472765
-0.1876481 -0.6390488 -0.04459982
0.07736579 0.3063068 -0.002257841
-0.08884507 0.2983044 -0.02216407
-0.06863713 0.3656062 -0.07652576
-0.04295143 0.3486131 0.08661373
-0.003614874 0.449078 0.02320222
0.09067544 0.2932636 -0.02107157
-0.07381277 0.3420268 0.02652577
-0.07609635 -0.8892449 0.03197349
0.08678447 0.2955898 -0.01518163
0.07491889 0.3124729 0.01070079
-0.06238345 0.2365311 -0.03480767
-0.05756923 -1.006975 -0.03862114
-0.1500535 -0.2497486 -0.08044976
-0.06776348 -1.144969 -0.05230267
-0.3230764 -0.0005750459 -0.04116241
-0.03771418 0.1880522 -0.08469377
-0.04725299 0.2908725 -0.08372495
-0.0371064 0.3656789 0.09176093
0.01444952 0.4447348 -0.05721597
-0.006822936 0.416526 0.07794242
-0.03557612 0.2688426 -0.07732122
0.003545043 0.4408926 0.04855732
0.00826703 0.2870795 0.1138513
0.02240822 0.2714869 0.103759
0.01963978 0.2778682 0.1091286
-0.04263141 0.4360521 0.01210386
0.02868535 0.1861652 0.03334014
0.01651506 0.2506811 0.1052134
-0.01766442 0.4234835 0.06834964
0.004381891 0.2746818 0.1140317
0.003136577 0.4038657 0.08688541
-0.0646642 0.2367821 0.00627144
-0.02869671 0.1861689 0.03334113
-0.06526954 0.2105565 -0.004248708
0.00976273 0.2500914 0.1080027
0.008990807 0.2625653 0.1129439
0.009289238 0.2549888 0.1088377
0.06171776 0.3953958 0.0425827
0.0625173 0.4024595 0.03377825
0.06671694 0.3954037 0.03142048
0.06758084 0.3838649 0.03848015
0.03505864 0.4432303 -0.01328682
0.02694509 0.4463356 -0.02874161
0.04206149 0.4385738 -0.03148131
0.04369145 0.4382047 -0.01597962
0.03594962 0.2248905 -0.0710728
0.05054232 0.363718 -0.100103
0.04195033 0.2864982 -0.08614849
0.04635465 0.4359843 -0.007141051
0.04263664 0.4360495 0.01210209
0.02887805 0.4438193 0.01289822
0.02897331 0.4454932 -0.001821904
0.01463102 0.4474433 0.021229
0.007090331 0.4518397 -0.02533815
-0.0141282 0.4284825 0.06448089
-0.07518643 0.3554966 0.0226403
-0.07130198 0.3658757 0.03504874
0.0580163 0.2710834 -0.05027056
0.06326845 0.2052511 0.0009311141
0.07055016 0.2967662 -0.04406022
-0.06840914 0.4083126 0.007544615
0.06089599 0.2303545 0.01278358
0.06787734 0.2530026 -0.01012521
0.0472935 0.2701795 -0.06560507
0.09005886 0.3118845 -0.02700209
-0.07249683 0.40679 -0.02671926
-0.00282234 0.3394738 0.1049849
-0.04945382 0.3955033 0.06423902
0.09449464 0.3127145 -0.029133
-0.05984462 0.3007471 -0.07401866
0.05542502 0.2929739 -0.07557991
0.06447367 0.2952652 -0.06057597
0.06652471 0.3055327 -0.06511277
0.0566203 0.3038894 -0.0800128
0.0207938 0.2324149 -0.07874791
0.08104309 0.3430935 -0.008843092
0.09029143 0.3133458 -0.03100896
0.08669178 0.3195382 -0.02045092
0.08177871 0.3638272 -0.03841375
0.07601802 0.37216 -0.05896647
-0.07504293 0.3277116 0.02937686
-0.08575612 -1.097415 -0.1164142
-0.05933141 0.3454858 -0.09039986
0.06684341 0.4031349 0.02255058
0.06035139 0.4087958 0.03096353
0.06014279 0.414313 0.0229792
0.06631293 0.4090348 0.01426553
0.08280838 0.3706478 -0.02505291
0.07832524 0.3920923 -0.01226173
0.08005609 0.386242 -0.02745334
0.071104 0.4080946 -0.009219656
0.06533454 0.4174547 -0.01456596
0.06786236 0.4137628 -0.02971807
0.07486316 0.4014255 -0.03067727
0.06142614 0.4207903 -0.0009379503
0.06637524 0.4142327 -0.001460147
0.07521659 0.3964272 0.001058482
0.07723483 0.3895449 0.004588138
0.07466517 0.3919875 0.0119955
0.08046581 0.3531642 0.001666533
0.07474878 0.3170698 0.007843243
0.07419905 0.2951273 0.009864877
-0.07447839 0.2964259 0.03327843
0.07410114 0.3138169 0.03928738
0.07391416 0.3282562 0.03681122
0.07558535 0.3205357 0.02684024
0.07554712 0.3052778 0.02839563
0.07469302 0.3345944 0.02449391
0.07261029 0.3428064 0.0342464
0.07262403 0.3573372 0.03115436
0.07479604 0.3479465 0.0209948
0.0613578 0.3684874 -0.0878752
0.06295948 0.3518699 -0.08628783
0.005312867 0.4485844 -0.04782559
0.001636631 0.3155762 0.1275406
0.0160398 0.4491478 -0.03541362
0.01846557 0.449079 0.0003237732
0.03563795 0.4380236 -0.05185577
0.03534282 0.3917081 -0.1034582
0.04731007 0.4074065 -0.08666193
0.05150033 0.4314373 -0.003568584
0.06812288 0.4096032 -0.04567251
0.06650454 0.403859 -0.06102351
0.07157306 0.3956821 -0.05785774
0.07327617 0.4015176 -0.04251362
0.06052608 0.4007514 -0.07572269
0.05421862 0.389019 -0.09089534
0.05863098 0.3828937 -0.08812369
0.06662211 0.3888064 -0.07367126
0.04966825 0.4312487 0.008431289
0.04494363 0.39843 -0.09495901
0.001403082 0.3390388 0.1063789
-0.0721672 0.3023189 0.04573134
0.003572311 0.445533 0.03667627
0.002694625 0.3330247 0.1112189
-0.05004567 -0.9184409 -0.01990149
0.03944956 0.3523282 0.08943079
0.03758044 0.2515717 -0.0689739
0.06280212 0.3371985 -0.08417773
0.06143798 0.3198616 -0.08063778
0.06847207 0.3214315 -0.06927477
0.05299937 0.4308626 -0.01822595
0.05206954 0.4279608 0.01288771
-0.04669297 0.3557288 -0.1034484
0.02963107 0.4124969 -0.09506187
0.006972236 0.3212772 0.1182558
0.007365176 0.3189185 0.1205586
0.02911339 0.4005307 -0.1026475
0.06743555 0.2647218 -0.02144537
0.06585328 0.2399917 -0.0242841
-0.1793979 -1.003897 -0.03458779
0.01998871 0.1852573 0.03850718
-0.05631165 -1.078764 -0.047658
-0.04668809 0.4360706 -0.02238991
0.003474687 0.428984 0.06669699
0.003370449 0.4137144 0.08064678
0.006363124 0.3488066 0.09871664
0.01421802 0.4506637 -0.01492138
-0.1300159 -0.08135821 0.08974898
0.02948787 0.3845097 0.08793873
0.03046807 0.4336307 -0.07078156
0.03030047 0.4249291 -0.08349733
-0.3888413 0.04539844 -0.00699767
0.03836986 0.3721227 0.08828344
0.03710758 0.3656774 0.0917567
0.05783486 0.4253288 -0.03374225
0.04084725 0.3567352 0.09020425
0.05909363 0.376435 0.0602633
0.06532086 0.3789081 0.04615637
0.04908114 0.3608918 0.08401304
0.05253957 0.3701795 0.07399234
0.06774756 0.3554707 0.04710927
0.06244079 0.3675034 0.05707299
0.0663036 0.3696027 0.0476043
-0.08102272 0.3623232 0.001092669
0.0700023 0.3293821 0.05038796
0.06652963 0.3345571 0.05637246
0.06903791 0.3419922 0.04821838
-0.05683782 0.1836201 0.009927505
-0.0742982 -0.837806 0.05639812
-0.02069933 0.3511675 0.09183131
-0.08689868 0.284521 -0.01429729
-0.07465114 0.2991569 0.01006715
0.05518657 0.4084712 0.04227209
0.04287463 0.4330637 0.0227812
0.04336556 0.4293113 0.03203811
0.02868848 0.4374823 0.03759906
0.02878123 0.4411294 0.02609721
0.04384254 0.4247015 0.04045163
0.04416778 0.4192412 0.04818683
0.03523501 0.4232955 0.05501946
0.035182 0.4288177 0.04692952
0.04397557 0.4131975 0.05580117
0.04321953 0.4067968 0.06342253
0.03427894 0.4102027 0.0700825
0.0349372 0.4170969 0.06270622
0.05140707 0.4242756 -0.05965076
0.04161546 0.3991851 0.07128854
0.03982539 0.3910498 0.07768443
0.03290848 0.4016955 0.0774156
0.04048541 0.3499933 0.08813199
0.05113245 0.3463503 -0.09940086
0.08217584 0.3647413 -0.006971454
-0.1762821 -0.2545509 -0.03203106
0.05695492 0.2547737 -0.04648001
0.03856965 0.2650623 -0.07195001
0.009003369 0.3710394 0.09959014
-0.03724302 -0.1412835 -0.139281
0.06601743 0.2537541 -0.0266273
-0.1102441 -0.3292983 0.1108233
-0.03450826 -0.5562568 -0.1116263
-0.0876522 0.1688441 -0.04130452
-0.142479 -0.8725268 0.03195583
-0.3865604 0.06529205 -0.01197337
-0.06294462 -0.5857798 0.1119683
-0.01958832 -0.4780556 0.1353843
-0.05696052 -0.5147616 -0.1565809
-0.1384036 -0.8028388 -0.07770072
-0.08145991 -0.7826034 0.07586022
-0.1452457 -0.2295359 -0.08221265
0.08319421 0.3615789 -0.01973188
-0.1814647 -0.07180028 0.03794828
0.06672996 0.2101009 -0.01461102
-0.1593855 -0.09188399 0.05975394
-0.06263091 0.4088596 0.02527882
-0.01441712 0.2375091 0.1078467
-0.02589159 -0.8262028 -0.02451696
-0.06609957 -0.3395701 0.1403198
-0.03571108 0.06008257 -0.1442658
-0.1090033 -0.5726668 -0.1191272
-0.1033336 -0.07546636 -0.1519362
-0.1595079 -0.2441295 -0.06690827
-0.4039195 0.001508788 -0.103095
-0.0215308 -0.6067676 -0.08053169
-0.2139022 0.02709744 0.04286846
-0.1690018 0.07412358 0.05170731
-0.04819883 0.05957822 0.06935173
-0.06862208 0.111803 0.03385656
-0.0937649 0.1192994 0.02084348
-0.09287624 0.1697463 -0.06492397
-0.06589819 0.154774 0.001555513
-0.05735403 0.1505924 0.009941263
-0.3768576 0.08267438 -0.02504945
-0.05915987 0.1716832 0.0067452
-0.1721117 -0.2429264 0.02466225
-0.01796069 -0.2027137 0.1497954
-0.03894135 0.153517 0.02208312
-0.02282773 0.1589983 0.02976583
-0.05147471 -0.8055489 0.05023247
-0.03291273 0.1645147 -0.1030804
-0.3762499 0.09301905 -0.04309908
-0.06393259 -0.9219674 -0.0009991631
-0.07790991 -0.9803404 -0.006314817
-0.3935211 0.01064208 -0.02303022
-0.3912156 0.02636413 -0.01142892
-0.3567123 -0.006157715 -0.10128
-0.1609578 -0.05820281 0.07538967
-0.02155859 -0.3135851 0.1537316
-0.1630257 -0.07108314 0.06564656
-0.04020603 0.1266491 0.02602098
-0.3047835 5.895986E-05 -0.1102447
-0.2825418 0.1090184 -0.09393875
-0.1914154 -0.3907249 -0.003303623
-0.1984876 -0.01172424 0.03227869
-0.02800943 -0.6312121 0.08035301
-0.1999175 -0.4569961 -0.0107678
-0.0856203 -0.6912269 -0.1026695
-0.1180975 -0.6932607 -0.100012
-0.05774914 -0.742906 -0.08872788
-0.09576277 -0.8216856 0.06730663
-0.07382981 -0.8637614 0.04476206
-0.1693373 -0.7885151 -0.03506875
-0.09044625 -0.7704045 -0.09429829
-0.1889902 -0.6100304 0.05859309
-0.0712371 0.1759677 -0.07780372
-0.1605805 -0.1256267 -0.1088465
-0.08795636 -0.8366896 -0.08649884
-0.1065551 -1.049811 -9.897879E-05
-0.1346013 -1.152175 -0.1133936
-0.1060291 -1.191707 -0.02223602
-0.1658843 -1.157883 -0.04937785
-0.01218542 -0.5552835 -0.0901286
-0.166415 -0.8268389 -0.003815341
-0.1260989 -0.2570407 0.09480821
-0.1517289 -0.1968398 0.06105005
-0.186399 -0.1334383 -0.02855366
-0.1043636 -0.1828053 -0.1206689
-0.2030855 -0.5527589 -0.02898779
-0.3113109 0.08305415 -0.006368353
-0.07829705 0.161307 -0.01526935
-0.04458276 -0.2866358 0.1516858
-0.04810235 -0.558526 0.1186055
-0.0227139 -0.7838857 -0.02853595
-0.02960182 -0.8404233 -0.04601301
-0.06938924 -1.098903 -0.1041153
