mode,recorder_version,protocol_pose_mode,splat_count,pose,duration_s,frame_count,avg_fps,mean_frame_ms,median_frame_ms,p95_frame_ms,min_frame_ms,max_frame_ms,fps_0_10s,fps_10_20s,fps_20_30s,fps_30_40s,fps_40_50s,fps_50_60s,allocated_mem_mb,reserved_mem_mb,peak_allocated_mem_mb,managed_mem_mb,device_model,graphics_api,unity_version,timestamp_utc
"AR","passive_fps_windows_v3","CurrentScenePose",28072,"Pose 1",60.007,4027,67.109,14.901,14.042,16.383,7.630,27.173,71.989,71.994,71.997,63.465,61.622,61.586,392.453,571.039,392.364,6.848,"Oculus Quest 3","Vulkan","2022.3.7f1","2026-06-11T18:56:23.3349030Z"
